DETAILED TIMELINE - FIRST HOUR (3600 seconds)
Shows ACTUAL overlapping container execution with correct parallelism

Configuration:
Base Memory (M0),125.0 MB
Memory Multiplier,1.5x
Total GPU Memory,4096.0 MB
Container Duration,60 seconds (1 min)
Max Concurrent,3
Reset Interval,3 containers (dynamic)

Time (s),Containers Running,Container IDs,Memory Used (MB),Memory %,Remaining (MB),Can Launch New?,Decision Reason
3550,3,"C178, C179, C180",593.8,14.50%,3502.2,NO,Max parallel
3555,3,"C178, C179, C180",593.8,14.50%,3502.2,NO,Max parallel
3560,3,"C178, C179, C180",593.8,14.50%,3502.2,NO,Max parallel
3565,3,"C178, C179, C180",593.8,14.50%,3502.2,NO,Max parallel
3570,3,"C178, C179, C180",593.8,14.50%,3502.2,NO,Max parallel
3575,3,"C178, C179, C180",593.8,14.50%,3502.2,NO,Max parallel
3580,3,"C178, C179, C180",593.8,14.50%,3502.2,NO,Max parallel
3585,3,"C178, C179, C180",593.8,14.50%,3502.2,NO,Max parallel
3590,3,"C178, C179, C180",593.8,14.50%,3502.2,NO,Max parallel
3595,3,"C178, C179, C180",593.8,14.50%,3502.2,NO,Max parallel
3600,2,"C179, C180",468.8,11.44%,3627.2,YES,OK
