DETAILED TIMELINE - FIRST HOUR (3600 seconds)
Shows ACTUAL overlapping container execution with correct parallelism

Configuration:
Base Memory (M0),125.0 MB
Memory Multiplier,1.5x
Total GPU Memory,4096.0 MB
Container Duration,60 seconds (1 min)
Max Concurrent,3
Reset Interval,3 containers (dynamic)

Time (s),Containers Running,Container IDs,Memory Used (MB),Memory %,Remaining (MB),Can Launch New?,Decision Reason
1735,3,"C85, C86, C87",593.8,14.50%,3502.2,NO,Max parallel
1740,3,"C86, C87, C88",593.8,14.50%,3502.2,NO,Max parallel
1745,3,"C87, C88, C89",593.8,14.50%,3502.2,NO,Max parallel
1750,3,"C88, C89, C90",593.8,14.50%,3502.2,NO,Max parallel
1755,3,"C88, C89, C90",593.8,14.50%,3502.2,NO,Max parallel
1760,3,"C88, C89, C90",593.8,14.50%,3502.2,NO,Max parallel
1765,3,"C88, C89, C90",593.8,14.50%,3502.2,NO,Max parallel
1770,3,"C88, C89, C90",593.8,14.50%,3502.2,NO,Max parallel
1775,3,"C88, C89, C90",593.8,14.50%,3502.2,NO,Max parallel
1780,3,"C88, C89, C90",593.8,14.50%,3502.2,NO,Max parallel
1785,3,"C88, C89, C90",593.8,14.50%,3502.2,NO,Max parallel
1790,3,"C88, C89, C90",593.8,14.50%,3502.2,NO,Max parallel
1795,3,"C88, C89, C90",593.8,14.50%,3502.2,NO,Max parallel
1800,3,"C89, C90, C91",593.8,14.50%,3502.2,NO,Max parallel
1805,3,"C90, C91, C92",593.8,14.50%,3502.2,NO,Max parallel
1810,3,"C91, C92, C93",593.8,14.50%,3502.2,NO,Max parallel
1815,3,"C91, C92, C93",593.8,14.50%,3502.2,NO,Max parallel
1820,3,"C91, C92, C93",593.8,14.50%,3502.2,NO,Max parallel
1825,3,"C91, C92, C93",593.8,14.50%,3502.2,NO,Max parallel
1830,3,"C91, C92, C93",593.8,14.50%,3502.2,NO,Max parallel
1835,3,"C91, C92, C93",593.8,14.50%,3502.2,NO,Max parallel
1840,3,"C91, C92, C93",593.8,14.50%,3502.2,NO,Max parallel
1845,3,"C91, C92, C93",593.8,14.50%,3502.2,NO,Max parallel
1850,3,"C91, C92, C93",593.8,14.50%,3502.2,NO,Max parallel
1855,3,"C91, C92, C93",593.8,14.50%,3502.2,NO,Max parallel
1860,3,"C92, C93, C94",593.8,14.50%,3502.2,NO,Max parallel
1865,3,"C93, C94, C95",593.8,14.50%,3502.2,NO,Max parallel
1870,3,"C94, C95, C96",593.8,14.50%,3502.2,NO,Max parallel
1875,3,"C94, C95, C96",593.8,14.50%,3502.2,NO,Max parallel
1880,3,"C94, C95, C96",593.8,14.50%,3502.2,NO,Max parallel
1885,3,"C94, C95, C96",593.8,14.50%,3502.2,NO,Max parallel
1890,3,"C94, C95, C96",593.8,14.50%,3502.2,NO,Max parallel
1895,3,"C94, C95, C96",593.8,14.50%,3502.2,NO,Max parallel
1900,3,"C94, C95, C96",593.8,14.50%,3502.2,NO,Max parallel
1905,3,"C94, C95, C96",593.8,14.50%,3502.2,NO,Max parallel
1910,3,"C94, C95, C96",593.8,14.50%,3502.2,NO,Max parallel
1915,3,"C94, C95, C96",593.8,14.50%,3502.2,NO,Max parallel
1920,3,"C95, C96, C97",593.8,14.50%,3502.2,NO,Max parallel
1925,3,"C96, C97, C98",593.8,14.50%,3502.2,NO,Max parallel
1930,3,"C97, C98, C99",593.8,14.50%,3502.2,NO,Max parallel
1935,3,"C97, C98, C99",593.8,14.50%,3502.2,NO,Max parallel
1940,3,"C97, C98, C99",593.8,14.50%,3502.2,NO,Max parallel
1945,3,"C97, C98, C99",593.8,14.50%,3502.2,NO,Max parallel
1950,3,"C97, C98, C99",593.8,14.50%,3502.2,NO,Max parallel
1955,3,"C97, C98, C99",593.8,14.50%,3502.2,NO,Max parallel
1960,3,"C97, C98, C99",593.8,14.50%,3502.2,NO,Max parallel
1965,3,"C97, C98, C99",593.8,14.50%,3502.2,NO,Max parallel
1970,3,"C97, C98, C99",593.8,14.50%,3502.2,NO,Max parallel
1975,3,"C97, C98, C99",593.8,14.50%,3502.2,NO,Max parallel
1980,3,"C98, C99, C100",593.8,14.50%,3502.2,NO,Max parallel
1985,3,"C99, C100, C101",593.8,14.50%,3502.2,NO,Max parallel
1990,3,"C100, C101, C102",593.8,14.50%,3502.2,NO,Max parallel
1995,3,"C100, C101, C102",593.8,14.50%,3502.2,NO,Max parallel
2000,3,"C100, C101, C102",593.8,14.50%,3502.2,NO,Max parallel
2005,3,"C100, C101, C102",593.8,14.50%,3502.2,NO,Max parallel
2010,3,"C100, C101, C102",593.8,14.50%,3502.2,NO,Max parallel
2015,3,"C100, C101, C102",593.8,14.50%,3502.2,NO,Max parallel
2020,3,"C100, C101, C102",593.8,14.50%,3502.2,NO,Max parallel
2025,3,"C100, C101, C102",593.8,14.50%,3502.2,NO,Max parallel
2030,3,"C100, C101, C102",593.8,14.50%,3502.2,NO,Max parallel
2035,3,"C100, C101, C102",593.8,14.50%,3502.2,NO,Max parallel
2040,3,"C101, C102, C103",593.8,14.50%,3502.2,NO,Max parallel
2045,3,"C102, C103, C104",593.8,14.50%,3502.2,NO,Max parallel
2050,3,"C103, C104, C105",593.8,14.50%,3502.2,NO,Max parallel
2055,3,"C103, C104, C105",593.8,14.50%,3502.2,NO,Max parallel
2060,3,"C103, C104, C105",593.8,14.50%,3502.2,NO,Max parallel
2065,3,"C103, C104, C105",593.8,14.50%,3502.2,NO,Max parallel
2070,3,"C103, C104, C105",593.8,14.50%,3502.2,NO,Max parallel
2075,3,"C103, C104, C105",593.8,14.50%,3502.2,NO,Max parallel
2080,3,"C103, C104, C105",593.8,14.50%,3502.2,NO,Max parallel
2085,3,"C103, C104, C105",593.8,14.50%,3502.2,NO,Max parallel
2090,3,"C103, C104, C105",593.8,14.50%,3502.2,NO,Max parallel
2095,3,"C103, C104, C105",593.8,14.50%,3502.2,NO,Max parallel
2100,3,"C104, C105, C106",593.8,14.50%,3502.2,NO,Max parallel
2105,3,"C105, C106, C107",593.8,14.50%,3502.2,NO,Max parallel
2110,3,"C106, C107, C108",593.8,14.50%,3502.2,NO,Max parallel
2115,3,"C106, C107, C108",593.8,14.50%,3502.2,NO,Max parallel
2120,3,"C106, C107, C108",593.8,14.50%,3502.2,NO,Max parallel
2125,3,"C106, C107, C108",593.8,14.50%,3502.2,NO,Max parallel
2130,3,"C106, C107, C108",593.8,14.50%,3502.2,NO,Max parallel
2135,3,"C106, C107, C108",593.8,14.50%,3502.2,NO,Max parallel
2140,3,"C106, C107, C108",593.8,14.50%,3502.2,NO,Max parallel
2145,3,"C106, C107, C108",593.8,14.50%,3502.2,NO,Max parallel
2150,3,"C106, C107, C108",593.8,14.50%,3502.2,NO,Max parallel
2155,3,"C106, C107, C108",593.8,14.50%,3502.2,NO,Max parallel
2160,3,"C107, C108, C109",593.8,14.50%,3502.2,NO,Max parallel
2165,3,"C108, C109, C110",593.8,14.50%,3502.2,NO,Max parallel
2170,3,"C109, C110, C111",593.8,14.50%,3502.2,NO,Max parallel
2175,3,"C109, C110, C111",593.8,14.50%,3502.2,NO,Max parallel
2180,3,"C109, C110, C111",593.8,14.50%,3502.2,NO,Max parallel
2185,3,"C109, C110, C111",593.8,14.50%,3502.2,NO,Max parallel
2190,3,"C109, C110, C111",593.8,14.50%,3502.2,NO,Max parallel
2195,3,"C109, C110, C111",593.8,14.50%,3502.2,NO,Max parallel
2200,3,"C109, C110, C111",593.8,14.50%,3502.2,NO,Max parallel
2205,3,"C109, C110, C111",593.8,14.50%,3502.2,NO,Max parallel
2210,3,"C109, C110, C111",593.8,14.50%,3502.2,NO,Max parallel
2215,3,"C109, C110, C111",593.8,14.50%,3502.2,NO,Max parallel
2220,3,"C110, C111, C112",593.8,14.50%,3502.2,NO,Max parallel
2225,3,"C111, C112, C113",593.8,14.50%,3502.2,NO,Max parallel
2230,3,"C112, C113, C114",593.8,14.50%,3502.2,NO,Max parallel
2235,3,"C112, C113, C114",593.8,14.50%,3502.2,NO,Max parallel
2240,3,"C112, C113, C114",593.8,14.50%,3502.2,NO,Max parallel
2245,3,"C112, C113, C114",593.8,14.50%,3502.2,NO,Max parallel
2250,3,"C112, C113, C114",593.8,14.50%,3502.2,NO,Max parallel
2255,3,"C112, C113, C114",593.8,14.50%,3502.2,NO,Max parallel
2260,3,"C112, C113, C114",593.8,14.50%,3502.2,NO,Max parallel
2265,3,"C112, C113, C114",593.8,14.50%,3502.2,NO,Max parallel
2270,3,"C112, C113, C114",593.8,14.50%,3502.2,NO,Max parallel
2275,3,"C112, C113, C114",593.8,14.50%,3502.2,NO,Max parallel
2280,3,"C113, C114, C115",593.8,14.50%,3502.2,NO,Max parallel
2285,3,"C114, C115, C116",593.8,14.50%,3502.2,NO,Max parallel
2290,3,"C115, C116, C117",593.8,14.50%,3502.2,NO,Max parallel
2295,3,"C115, C116, C117",593.8,14.50%,3502.2,NO,Max parallel
2300,3,"C115, C116, C117",593.8,14.50%,3502.2,NO,Max parallel
2305,3,"C115, C116, C117",593.8,14.50%,3502.2,NO,Max parallel
2310,3,"C115, C116, C117",593.8,14.50%,3502.2,NO,Max parallel
2315,3,"C115, C116, C117",593.8,14.50%,3502.2,NO,Max parallel
2320,3,"C115, C116, C117",593.8,14.50%,3502.2,NO,Max parallel
2325,3,"C115, C116, C117",593.8,14.50%,3502.2,NO,Max parallel
2330,3,"C115, C116, C117",593.8,14.50%,3502.2,NO,Max parallel
2335,3,"C115, C116, C117",593.8,14.50%,3502.2,NO,Max parallel
2340,3,"C116, C117, C118",593.8,14.50%,3502.2,NO,Max parallel
2345,3,"C117, C118, C119",593.8,14.50%,3502.2,NO,Max parallel
2350,3,"C118, C119, C120",593.8,14.50%,3502.2,NO,Max parallel
2355,3,"C118, C119, C120",593.8,14.50%,3502.2,NO,Max parallel
2360,3,"C118, C119, C120",593.8,14.50%,3502.2,NO,Max parallel
2365,3,"C118, C119, C120",593.8,14.50%,3502.2,NO,Max parallel
2370,3,"C118, C119, C120",593.8,14.50%,3502.2,NO,Max parallel
2375,3,"C118, C119, C120",593.8,14.50%,3502.2,NO,Max parallel
2380,3,"C118, C119, C120",593.8,14.50%,3502.2,NO,Max parallel
2385,3,"C118, C119, C120",593.8,14.50%,3502.2,NO,Max parallel
2390,3,"C118, C119, C120",593.8,14.50%,3502.2,NO,Max parallel
2395,3,"C118, C119, C120",593.8,14.50%,3502.2,NO,Max parallel
2400,3,"C119, C120, C121",593.8,14.50%,3502.2,NO,Max parallel
2405,3,"C120, C121, C122",593.8,14.50%,3502.2,NO,Max parallel
2410,3,"C121, C122, C123",593.8,14.50%,3502.2,NO,Max parallel
2415,3,"C121, C122, C123",593.8,14.50%,3502.2,NO,Max parallel
2420,3,"C121, C122, C123",593.8,14.50%,3502.2,NO,Max parallel
2425,3,"C121, C122, C123",593.8,14.50%,3502.2,NO,Max parallel
2430,3,"C121, C122, C123",593.8,14.50%,3502.2,NO,Max parallel
2435,3,"C121, C122, C123",593.8,14.50%,3502.2,NO,Max parallel
2440,3,"C121, C122, C123",593.8,14.50%,3502.2,NO,Max parallel
2445,3,"C121, C122, C123",593.8,14.50%,3502.2,NO,Max parallel
2450,3,"C121, C122, C123",593.8,14.50%,3502.2,NO,Max parallel
2455,3,"C121, C122, C123",593.8,14.50%,3502.2,NO,Max parallel
2460,3,"C122, C123, C124",593.8,14.50%,3502.2,NO,Max parallel
2465,3,"C123, C124, C125",593.8,14.50%,3502.2,NO,Max parallel
2470,3,"C124, C125, C126",593.8,14.50%,3502.2,NO,Max parallel
2475,3,"C124, C125, C126",593.8,14.50%,3502.2,NO,Max parallel
2480,3,"C124, C125, C126",593.8,14.50%,3502.2,NO,Max parallel
2485,3,"C124, C125, C126",593.8,14.50%,3502.2,NO,Max parallel
2490,3,"C124, C125, C126",593.8,14.50%,3502.2,NO,Max parallel
2495,3,"C124, C125, C126",593.8,14.50%,3502.2,NO,Max parallel
2500,3,"C124, C125, C126",593.8,14.50%,3502.2,NO,Max parallel
2505,3,"C124, C125, C126",593.8,14.50%,3502.2,NO,Max parallel
2510,3,"C124, C125, C126",593.8,14.50%,3502.2,NO,Max parallel
2515,3,"C124, C125, C126",593.8,14.50%,3502.2,NO,Max parallel
2520,3,"C125, C126, C127",593.8,14.50%,3502.2,NO,Max parallel
2525,3,"C126, C127, C128",593.8,14.50%,3502.2,NO,Max parallel
2530,3,"C127, C128, C129",593.8,14.50%,3502.2,NO,Max parallel
2535,3,"C127, C128, C129",593.8,14.50%,3502.2,NO,Max parallel
2540,3,"C127, C128, C129",593.8,14.50%,3502.2,NO,Max parallel
2545,3,"C127, C128, C129",593.8,14.50%,3502.2,NO,Max parallel
2550,3,"C127, C128, C129",593.8,14.50%,3502.2,NO,Max parallel
2555,3,"C127, C128, C129",593.8,14.50%,3502.2,NO,Max parallel
2560,3,"C127, C128, C129",593.8,14.50%,3502.2,NO,Max parallel
2565,3,"C127, C128, C129",593.8,14.50%,3502.2,NO,Max parallel
2570,3,"C127, C128, C129",593.8,14.50%,3502.2,NO,Max parallel
2575,3,"C127, C128, C129",593.8,14.50%,3502.2,NO,Max parallel
2580,3,"C128, C129, C130",593.8,14.50%,3502.2,NO,Max parallel
2585,3,"C129, C130, C131",593.8,14.50%,3502.2,NO,Max parallel
2590,3,"C130, C131, C132",593.8,14.50%,3502.2,NO,Max parallel
2595,3,"C130, C131, C132",593.8,14.50%,3502.2,NO,Max parallel
2600,3,"C130, C131, C132",593.8,14.50%,3502.2,NO,Max parallel
2605,3,"C130, C131, C132",593.8,14.50%,3502.2,NO,Max parallel
2610,3,"C130, C131, C132",593.8,14.50%,3502.2,NO,Max parallel
2615,3,"C130, C131, C132",593.8,14.50%,3502.2,NO,Max parallel
2620,3,"C130, C131, C132",593.8,14.50%,3502.2,NO,Max parallel
2625,3,"C130, C131, C132",593.8,14.50%,3502.2,NO,Max parallel
2630,3,"C130, C131, C132",593.8,14.50%,3502.2,NO,Max parallel
2635,3,"C130, C131, C132",593.8,14.50%,3502.2,NO,Max parallel
2640,3,"C131, C132, C133",593.8,14.50%,3502.2,NO,Max parallel
2645,3,"C132, C133, C134",593.8,14.50%,3502.2,NO,Max parallel
2650,3,"C133, C134, C135",593.8,14.50%,3502.2,NO,Max parallel
2655,3,"C133, C134, C135",593.8,14.50%,3502.2,NO,Max parallel
2660,3,"C133, C134, C135",593.8,14.50%,3502.2,NO,Max parallel
2665,3,"C133, C134, C135",593.8,14.50%,3502.2,NO,Max parallel
2670,3,"C133, C134, C135",593.8,14.50%,3502.2,NO,Max parallel
2675,3,"C133, C134, C135",593.8,14.50%,3502.2,NO,Max parallel
2680,3,"C133, C134, C135",593.8,14.50%,3502.2,NO,Max parallel
2685,3,"C133, C134, C135",593.8,14.50%,3502.2,NO,Max parallel
2690,3,"C133, C134, C135",593.8,14.50%,3502.2,NO,Max parallel
2695,3,"C133, C134, C135",593.8,14.50%,3502.2,NO,Max parallel
2700,3,"C134, C135, C136",593.8,14.50%,3502.2,NO,Max parallel
2705,3,"C135, C136, C137",593.8,14.50%,3502.2,NO,Max parallel
2710,3,"C136, C137, C138",593.8,14.50%,3502.2,NO,Max parallel
2715,3,"C136, C137, C138",593.8,14.50%,3502.2,NO,Max parallel
2720,3,"C136, C137, C138",593.8,14.50%,3502.2,NO,Max parallel
2725,3,"C136, C137, C138",593.8,14.50%,3502.2,NO,Max parallel
2730,3,"C136, C137, C138",593.8,14.50%,3502.2,NO,Max parallel
2735,3,"C136, C137, C138",593.8,14.50%,3502.2,NO,Max parallel
2740,3,"C136, C137, C138",593.8,14.50%,3502.2,NO,Max parallel
2745,3,"C136, C137, C138",593.8,14.50%,3502.2,NO,Max parallel
2750,3,"C136, C137, C138",593.8,14.50%,3502.2,NO,Max parallel
2755,3,"C136, C137, C138",593.8,14.50%,3502.2,NO,Max parallel
2760,3,"C137, C138, C139",593.8,14.50%,3502.2,NO,Max parallel
2765,3,"C138, C139, C140",593.8,14.50%,3502.2,NO,Max parallel
2770,3,"C139, C140, C141",593.8,14.50%,3502.2,NO,Max parallel
2775,3,"C139, C140, C141",593.8,14.50%,3502.2,NO,Max parallel
2780,3,"C139, C140, C141",593.8,14.50%,3502.2,NO,Max parallel
2785,3,"C139, C140, C141",593.8,14.50%,3502.2,NO,Max parallel
2790,3,"C139, C140, C141",593.8,14.50%,3502.2,NO,Max parallel
2795,3,"C139, C140, C141",593.8,14.50%,3502.2,NO,Max parallel
2800,3,"C139, C140, C141",593.8,14.50%,3502.2,NO,Max parallel
2805,3,"C139, C140, C141",593.8,14.50%,3502.2,NO,Max parallel
2810,3,"C139, C140, C141",593.8,14.50%,3502.2,NO,Max parallel
2815,3,"C139, C140, C141",593.8,14.50%,3502.2,NO,Max parallel
2820,3,"C140, C141, C142",593.8,14.50%,3502.2,NO,Max parallel
2825,3,"C141, C142, C143",593.8,14.50%,3502.2,NO,Max parallel
2830,3,"C142, C143, C144",593.8,14.50%,3502.2,NO,Max parallel
2835,3,"C142, C143, C144",593.8,14.50%,3502.2,NO,Max parallel
2840,3,"C142, C143, C144",593.8,14.50%,3502.2,NO,Max parallel
2845,3,"C142, C143, C144",593.8,14.50%,3502.2,NO,Max parallel
2850,3,"C142, C143, C144",593.8,14.50%,3502.2,NO,Max parallel
2855,3,"C142, C143, C144",593.8,14.50%,3502.2,NO,Max parallel
2860,3,"C142, C143, C144",593.8,14.50%,3502.2,NO,Max parallel
2865,3,"C142, C143, C144",593.8,14.50%,3502.2,NO,Max parallel
2870,3,"C142, C143, C144",593.8,14.50%,3502.2,NO,Max parallel
2875,3,"C142, C143, C144",593.8,14.50%,3502.2,NO,Max parallel
2880,3,"C143, C144, C145",593.8,14.50%,3502.2,NO,Max parallel
2885,3,"C144, C145, C146",593.8,14.50%,3502.2,NO,Max parallel
2890,3,"C145, C146, C147",593.8,14.50%,3502.2,NO,Max parallel
2895,3,"C145, C146, C147",593.8,14.50%,3502.2,NO,Max parallel
2900,3,"C145, C146, C147",593.8,14.50%,3502.2,NO,Max parallel
2905,3,"C145, C146, C147",593.8,14.50%,3502.2,NO,Max parallel
2910,3,"C145, C146, C147",593.8,14.50%,3502.2,NO,Max parallel
2915,3,"C145, C146, C147",593.8,14.50%,3502.2,NO,Max parallel
2920,3,"C145, C146, C147",593.8,14.50%,3502.2,NO,Max parallel
2925,3,"C145, C146, C147",593.8,14.50%,3502.2,NO,Max parallel
2930,3,"C145, C146, C147",593.8,14.50%,3502.2,NO,Max parallel
2935,3,"C145, C146, C147",593.8,14.50%,3502.2,NO,Max parallel
2940,3,"C146, C147, C148",593.8,14.50%,3502.2,NO,Max parallel
2945,3,"C147, C148, C149",593.8,14.50%,3502.2,NO,Max parallel
2950,3,"C148, C149, C150",593.8,14.50%,3502.2,NO,Max parallel
2955,3,"C148, C149, C150",593.8,14.50%,3502.2,NO,Max parallel
2960,3,"C148, C149, C150",593.8,14.50%,3502.2,NO,Max parallel
2965,3,"C148, C149, C150",593.8,14.50%,3502.2,NO,Max parallel
2970,3,"C148, C149, C150",593.8,14.50%,3502.2,NO,Max parallel
2975,3,"C148, C149, C150",593.8,14.50%,3502.2,NO,Max parallel
2980,3,"C148, C149, C150",593.8,14.50%,3502.2,NO,Max parallel
2985,3,"C148, C149, C150",593.8,14.50%,3502.2,NO,Max parallel
2990,3,"C148, C149, C150",593.8,14.50%,3502.2,NO,Max parallel
2995,3,"C148, C149, C150",593.8,14.50%,3502.2,NO,Max parallel
3000,3,"C149, C150, C151",593.8,14.50%,3502.2,NO,Max parallel
3005,3,"C150, C151, C152",593.8,14.50%,3502.2,NO,Max parallel
3010,3,"C151, C152, C153",593.8,14.50%,3502.2,NO,Max parallel
3015,3,"C151, C152, C153",593.8,14.50%,3502.2,NO,Max parallel
3020,3,"C151, C152, C153",593.8,14.50%,3502.2,NO,Max parallel
3025,3,"C151, C152, C153",593.8,14.50%,3502.2,NO,Max parallel
3030,3,"C151, C152, C153",593.8,14.50%,3502.2,NO,Max parallel
3035,3,"C151, C152, C153",593.8,14.50%,3502.2,NO,Max parallel
3040,3,"C151, C152, C153",593.8,14.50%,3502.2,NO,Max parallel
3045,3,"C151, C152, C153",593.8,14.50%,3502.2,NO,Max parallel
3050,3,"C151, C152, C153",593.8,14.50%,3502.2,NO,Max parallel
3055,3,"C151, C152, C153",593.8,14.50%,3502.2,NO,Max parallel
3060,3,"C152, C153, C154",593.8,14.50%,3502.2,NO,Max parallel
3065,3,"C153, C154, C155",593.8,14.50%,3502.2,NO,Max parallel
3070,3,"C154, C155, C156",593.8,14.50%,3502.2,NO,Max parallel
3075,3,"C154, C155, C156",593.8,14.50%,3502.2,NO,Max parallel
3080,3,"C154, C155, C156",593.8,14.50%,3502.2,NO,Max parallel
3085,3,"C154, C155, C156",593.8,14.50%,3502.2,NO,Max parallel
3090,3,"C154, C155, C156",593.8,14.50%,3502.2,NO,Max parallel
3095,3,"C154, C155, C156",593.8,14.50%,3502.2,NO,Max parallel
3100,3,"C154, C155, C156",593.8,14.50%,3502.2,NO,Max parallel
3105,3,"C154, C155, C156",593.8,14.50%,3502.2,NO,Max parallel
3110,3,"C154, C155, C156",593.8,14.50%,3502.2,NO,Max parallel
3115,3,"C154, C155, C156",593.8,14.50%,3502.2,NO,Max parallel
3120,3,"C155, C156, C157",593.8,14.50%,3502.2,NO,Max parallel
3125,3,"C156, C157, C158",593.8,14.50%,3502.2,NO,Max parallel
3130,3,"C157, C158, C159",593.8,14.50%,3502.2,NO,Max parallel
3135,3,"C157, C158, C159",593.8,14.50%,3502.2,NO,Max parallel
3140,3,"C157, C158, C159",593.8,14.50%,3502.2,NO,Max parallel
3145,3,"C157, C158, C159",593.8,14.50%,3502.2,NO,Max parallel
3150,3,"C157, C158, C159",593.8,14.50%,3502.2,NO,Max parallel
3155,3,"C157, C158, C159",593.8,14.50%,3502.2,NO,Max parallel
3160,3,"C157, C158, C159",593.8,14.50%,3502.2,NO,Max parallel
3165,3,"C157, C158, C159",593.8,14.50%,3502.2,NO,Max parallel
3170,3,"C157, C158, C159",593.8,14.50%,3502.2,NO,Max parallel
3175,3,"C157, C158, C159",593.8,14.50%,3502.2,NO,Max parallel
3180,3,"C158, C159, C160",593.8,14.50%,3502.2,NO,Max parallel
3185,3,"C159, C160, C161",593.8,14.50%,3502.2,NO,Max parallel
3190,3,"C160, C161, C162",593.8,14.50%,3502.2,NO,Max parallel
3195,3,"C160, C161, C162",593.8,14.50%,3502.2,NO,Max parallel
3200,3,"C160, C161, C162",593.8,14.50%,3502.2,NO,Max parallel
3205,3,"C160, C161, C162",593.8,14.50%,3502.2,NO,Max parallel
3210,3,"C160, C161, C162",593.8,14.50%,3502.2,NO,Max parallel
3215,3,"C160, C161, C162",593.8,14.50%,3502.2,NO,Max parallel
3220,3,"C160, C161, C162",593.8,14.50%,3502.2,NO,Max parallel
3225,3,"C160, C161, C162",593.8,14.50%,3502.2,NO,Max parallel
3230,3,"C160, C161, C162",593.8,14.50%,3502.2,NO,Max parallel
3235,3,"C160, C161, C162",593.8,14.50%,3502.2,NO,Max parallel
3240,3,"C161, C162, C163",593.8,14.50%,3502.2,NO,Max parallel
3245,3,"C162, C163, C164",593.8,14.50%,3502.2,NO,Max parallel
3250,3,"C163, C164, C165",593.8,14.50%,3502.2,NO,Max parallel
3255,3,"C163, C164, C165",593.8,14.50%,3502.2,NO,Max parallel
3260,3,"C163, C164, C165",593.8,14.50%,3502.2,NO,Max parallel
3265,3,"C163, C164, C165",593.8,14.50%,3502.2,NO,Max parallel
3270,3,"C163, C164, C165",593.8,14.50%,3502.2,NO,Max parallel
3275,3,"C163, C164, C165",593.8,14.50%,3502.2,NO,Max parallel
3280,3,"C163, C164, C165",593.8,14.50%,3502.2,NO,Max parallel
3285,3,"C163, C164, C165",593.8,14.50%,3502.2,NO,Max parallel
3290,3,"C163, C164, C165",593.8,14.50%,3502.2,NO,Max parallel
3295,3,"C163, C164, C165",593.8,14.50%,3502.2,NO,Max parallel
3300,3,"C164, C165, C166",593.8,14.50%,3502.2,NO,Max parallel
3305,3,"C165, C166, C167",593.8,14.50%,3502.2,NO,Max parallel
3310,3,"C166, C167, C168",593.8,14.50%,3502.2,NO,Max parallel
3315,3,"C166, C167, C168",593.8,14.50%,3502.2,NO,Max parallel
3320,3,"C166, C167, C168",593.8,14.50%,3502.2,NO,Max parallel
3325,3,"C166, C167, C168",593.8,14.50%,3502.2,NO,Max parallel
3330,3,"C166, C167, C168",593.8,14.50%,3502.2,NO,Max parallel
3335,3,"C166, C167, C168",593.8,14.50%,3502.2,NO,Max parallel
3340,3,"C166, C167, C168",593.8,14.50%,3502.2,NO,Max parallel
3345,3,"C166, C167, C168",593.8,14.50%,3502.2,NO,Max parallel
3350,3,"C166, C167, C168",593.8,14.50%,3502.2,NO,Max parallel
3355,3,"C166, C167, C168",593.8,14.50%,3502.2,NO,Max parallel
3360,3,"C167, C168, C169",593.8,14.50%,3502.2,NO,Max parallel
3365,3,"C168, C169, C170",593.8,14.50%,3502.2,NO,Max parallel
3370,3,"C169, C170, C171",593.8,14.50%,3502.2,NO,Max parallel
3375,3,"C169, C170, C171",593.8,14.50%,3502.2,NO,Max parallel
3380,3,"C169, C170, C171",593.8,14.50%,3502.2,NO,Max parallel
3385,3,"C169, C170, C171",593.8,14.50%,3502.2,NO,Max parallel
3390,3,"C169, C170, C171",593.8,14.50%,3502.2,NO,Max parallel
3395,3,"C169, C170, C171",593.8,14.50%,3502.2,NO,Max parallel
3400,3,"C169, C170, C171",593.8,14.50%,3502.2,NO,Max parallel
3405,3,"C169, C170, C171",593.8,14.50%,3502.2,NO,Max parallel
3410,3,"C169, C170, C171",593.8,14.50%,3502.2,NO,Max parallel
3415,3,"C169, C170, C171",593.8,14.50%,3502.2,NO,Max parallel
3420,3,"C170, C171, C172",593.8,14.50%,3502.2,NO,Max parallel
3425,3,"C171, C172, C173",593.8,14.50%,3502.2,NO,Max parallel
3430,3,"C172, C173, C174",593.8,14.50%,3502.2,NO,Max parallel
3435,3,"C172, C173, C174",593.8,14.50%,3502.2,NO,Max parallel
3440,3,"C172, C173, C174",593.8,14.50%,3502.2,NO,Max parallel
3445,3,"C172, C173, C174",593.8,14.50%,3502.2,NO,Max parallel
3450,3,"C172, C173, C174",593.8,14.50%,3502.2,NO,Max parallel
3455,3,"C172, C173, C174",593.8,14.50%,3502.2,NO,Max parallel
3460,3,"C172, C173, C174",593.8,14.50%,3502.2,NO,Max parallel
3465,3,"C172, C173, C174",593.8,14.50%,3502.2,NO,Max parallel
3470,3,"C172, C173, C174",593.8,14.50%,3502.2,NO,Max parallel
3475,3,"C172, C173, C174",593.8,14.50%,3502.2,NO,Max parallel
3480,3,"C173, C174, C175",593.8,14.50%,3502.2,NO,Max parallel
3485,3,"C174, C175, C176",593.8,14.50%,3502.2,NO,Max parallel
3490,3,"C175, C176, C177",593.8,14.50%,3502.2,NO,Max parallel
3495,3,"C175, C176, C177",593.8,14.50%,3502.2,NO,Max parallel
3500,3,"C175, C176, C177",593.8,14.50%,3502.2,NO,Max parallel
3505,3,"C175, C176, C177",593.8,14.50%,3502.2,NO,Max parallel
3510,3,"C175, C176, C177",593.8,14.50%,3502.2,NO,Max parallel
3515,3,"C175, C176, C177",593.8,14.50%,3502.2,NO,Max parallel
3520,3,"C175, C176, C177",593.8,14.50%,3502.2,NO,Max parallel
3525,3,"C175, C176, C177",593.8,14.50%,3502.2,NO,Max parallel
3530,3,"C175, C176, C177",593.8,14.50%,3502.2,NO,Max parallel
3535,3,"C175, C176, C177",593.8,14.50%,3502.2,NO,Max parallel
3540,3,"C176, C177, C178",593.8,14.50%,3502.2,NO,Max parallel
3545,3,"C177, C178, C179",593.8,14.50%,3502.2,NO,Max parallel
