MEMORY USAGE TIMELINE
Generated from container execution schedule with dynamic memory model (cycle=3)
Configuration:
  Total GPU Memory: 4096.0 MB
  Base Memory: 125.0 MB
  Memory Multiplier: 1.5
  Container Duration: 60 seconds
  Reset Interval: 3 containers (dynamic)

Timestamp (s),Active Containers (count),Container IDs,Total Memory Used (MB),Used %,Remaining Capacity (MB),Available %,Memory Pressure,Can Launch?
945,12,"C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C190",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
950,12,"C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C190, C191",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
955,12,"C181, C182, C183, C184, C185, C186, C187, C188, C189, C190, C191, C192",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
960,12,"C182, C183, C184, C185, C186, C187, C188, C189, C190, C191, C192, C193",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
965,12,"C183, C184, C185, C186, C187, C188, C189, C190, C191, C192, C193, C194",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
970,12,"C184, C185, C186, C187, C188, C189, C190, C191, C192, C193, C194, C195",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
975,12,"C185, C186, C187, C188, C189, C190, C191, C192, C193, C194, C195, C196",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
980,12,"C186, C187, C188, C189, C190, C191, C192, C193, C194, C195, C196, C197",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
985,12,"C187, C188, C189, C190, C191, C192, C193, C194, C195, C196, C197, C198",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
990,12,"C188, C189, C190, C191, C192, C193, C194, C195, C196, C197, C198, C199",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
995,12,"C189, C190, C191, C192, C193, C194, C195, C196, C197, C198, C199, C200",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1000,12,"C190, C191, C192, C193, C194, C195, C196, C197, C198, C199, C200, C201",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1005,12,"C191, C192, C193, C194, C195, C196, C197, C198, C199, C200, C201, C202",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1010,12,"C192, C193, C194, C195, C196, C197, C198, C199, C200, C201, C202, C203",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1015,12,"C193, C194, C195, C196, C197, C198, C199, C200, C201, C202, C203, C204",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1020,12,"C194, C195, C196, C197, C198, C199, C200, C201, C202, C203, C204, C205",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1025,12,"C195, C196, C197, C198, C199, C200, C201, C202, C203, C204, C205, C206",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1030,12,"C196, C197, C198, C199, C200, C201, C202, C203, C204, C205, C206, C207",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1035,12,"C197, C198, C199, C200, C201, C202, C203, C204, C205, C206, C207, C208",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1040,12,"C198, C199, C200, C201, C202, C203, C204, C205, C206, C207, C208, C209",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1045,12,"C199, C200, C201, C202, C203, C204, C205, C206, C207, C208, C209, C210",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1050,12,"C200, C201, C202, C203, C204, C205, C206, C207, C208, C209, C210, C211",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1055,12,"C201, C202, C203, C204, C205, C206, C207, C208, C209, C210, C211, C212",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1060,12,"C202, C203, C204, C205, C206, C207, C208, C209, C210, C211, C212, C213",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1065,12,"C203, C204, C205, C206, C207, C208, C209, C210, C211, C212, C213, C214",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1070,12,"C204, C205, C206, C207, C208, C209, C210, C211, C212, C213, C214, C215",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1075,12,"C205, C206, C207, C208, C209, C210, C211, C212, C213, C214, C215, C216",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1080,12,"C206, C207, C208, C209, C210, C211, C212, C213, C214, C215, C216, C217",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1085,12,"C207, C208, C209, C210, C211, C212, C213, C214, C215, C216, C217, C218",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1090,12,"C208, C209, C210, C211, C212, C213, C214, C215, C216, C217, C218, C219",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1095,12,"C209, C210, C211, C212, C213, C214, C215, C216, C217, C218, C219, C220",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1100,12,"C210, C211, C212, C213, C214, C215, C216, C217, C218, C219, C220, C221",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1105,12,"C211, C212, C213, C214, C215, C216, C217, C218, C219, C220, C221, C222",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1110,12,"C212, C213, C214, C215, C216, C217, C218, C219, C220, C221, C222, C223",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1115,12,"C213, C214, C215, C216, C217, C218, C219, C220, C221, C222, C223, C224",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1120,12,"C214, C215, C216, C217, C218, C219, C220, C221, C222, C223, C224, C225",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1125,12,"C215, C216, C217, C218, C219, C220, C221, C222, C223, C224, C225, C226",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1130,12,"C216, C217, C218, C219, C220, C221, C222, C223, C224, C225, C226, C227",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1135,12,"C217, C218, C219, C220, C221, C222, C223, C224, C225, C226, C227, C228",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1140,12,"C218, C219, C220, C221, C222, C223, C224, C225, C226, C227, C228, C229",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1145,12,"C219, C220, C221, C222, C223, C224, C225, C226, C227, C228, C229, C230",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1150,12,"C220, C221, C222, C223, C224, C225, C226, C227, C228, C229, C230, C231",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1155,12,"C221, C222, C223, C224, C225, C226, C227, C228, C229, C230, C231, C232",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1160,12,"C222, C223, C224, C225, C226, C227, C228, C229, C230, C231, C232, C233",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1165,12,"C223, C224, C225, C226, C227, C228, C229, C230, C231, C232, C233, C234",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1170,12,"C224, C225, C226, C227, C228, C229, C230, C231, C232, C233, C234, C235",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1175,12,"C225, C226, C227, C228, C229, C230, C231, C232, C233, C234, C235, C236",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1180,12,"C226, C227, C228, C229, C230, C231, C232, C233, C234, C235, C236, C237",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1185,12,"C227, C228, C229, C230, C231, C232, C233, C234, C235, C236, C237, C238",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1190,12,"C228, C229, C230, C231, C232, C233, C234, C235, C236, C237, C238, C239",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1195,12,"C229, C230, C231, C232, C233, C234, C235, C236, C237, C238, C239, C240",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1200,12,"C230, C231, C232, C233, C234, C235, C236, C237, C238, C239, C240, C241",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1205,12,"C231, C232, C233, C234, C235, C236, C237, C238, C239, C240, C241, C242",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1210,12,"C232, C233, C234, C235, C236, C237, C238, C239, C240, C241, C242, C243",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1215,12,"C233, C234, C235, C236, C237, C238, C239, C240, C241, C242, C243, C244",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1220,12,"C234, C235, C236, C237, C238, C239, C240, C241, C242, C243, C244, C245",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1225,12,"C235, C236, C237, C238, C239, C240, C241, C242, C243, C244, C245, C246",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1230,12,"C236, C237, C238, C239, C240, C241, C242, C243, C244, C245, C246, C247",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1235,12,"C237, C238, C239, C240, C241, C242, C243, C244, C245, C246, C247, C248",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1240,12,"C238, C239, C240, C241, C242, C243, C244, C245, C246, C247, C248, C249",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1245,12,"C239, C240, C241, C242, C243, C244, C245, C246, C247, C248, C249, C250",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1250,12,"C240, C241, C242, C243, C244, C245, C246, C247, C248, C249, C250, C251",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1255,12,"C241, C242, C243, C244, C245, C246, C247, C248, C249, C250, C251, C252",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1260,12,"C242, C243, C244, C245, C246, C247, C248, C249, C250, C251, C252, C253",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1265,12,"C243, C244, C245, C246, C247, C248, C249, C250, C251, C252, C253, C254",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1270,12,"C244, C245, C246, C247, C248, C249, C250, C251, C252, C253, C254, C255",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1275,12,"C245, C246, C247, C248, C249, C250, C251, C252, C253, C254, C255, C256",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1280,12,"C246, C247, C248, C249, C250, C251, C252, C253, C254, C255, C256, C257",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1285,12,"C247, C248, C249, C250, C251, C252, C253, C254, C255, C256, C257, C258",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1290,12,"C248, C249, C250, C251, C252, C253, C254, C255, C256, C257, C258, C259",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1295,12,"C249, C250, C251, C252, C253, C254, C255, C256, C257, C258, C259, C260",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1300,12,"C250, C251, C252, C253, C254, C255, C256, C257, C258, C259, C260, C261",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1305,12,"C251, C252, C253, C254, C255, C256, C257, C258, C259, C260, C261, C262",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1310,12,"C252, C253, C254, C255, C256, C257, C258, C259, C260, C261, C262, C263",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1315,12,"C253, C254, C255, C256, C257, C258, C259, C260, C261, C262, C263, C264",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1320,12,"C254, C255, C256, C257, C258, C259, C260, C261, C262, C263, C264, C265",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1325,12,"C255, C256, C257, C258, C259, C260, C261, C262, C263, C264, C265, C266",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1330,12,"C256, C257, C258, C259, C260, C261, C262, C263, C264, C265, C266, C267",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1335,12,"C257, C258, C259, C260, C261, C262, C263, C264, C265, C266, C267, C268",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1340,12,"C258, C259, C260, C261, C262, C263, C264, C265, C266, C267, C268, C269",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1345,12,"C259, C260, C261, C262, C263, C264, C265, C266, C267, C268, C269, C270",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1350,12,"C260, C261, C262, C263, C264, C265, C266, C267, C268, C269, C270, C271",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1355,12,"C261, C262, C263, C264, C265, C266, C267, C268, C269, C270, C271, C272",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1360,12,"C262, C263, C264, C265, C266, C267, C268, C269, C270, C271, C272, C273",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1365,12,"C263, C264, C265, C266, C267, C268, C269, C270, C271, C272, C273, C274",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1370,12,"C264, C265, C266, C267, C268, C269, C270, C271, C272, C273, C274, C275",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1375,12,"C265, C266, C267, C268, C269, C270, C271, C272, C273, C274, C275, C276",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1380,12,"C266, C267, C268, C269, C270, C271, C272, C273, C274, C275, C276, C277",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1385,12,"C267, C268, C269, C270, C271, C272, C273, C274, C275, C276, C277, C278",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1390,12,"C268, C269, C270, C271, C272, C273, C274, C275, C276, C277, C278, C279",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1395,12,"C269, C270, C271, C272, C273, C274, C275, C276, C277, C278, C279, C280",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1400,12,"C270, C271, C272, C273, C274, C275, C276, C277, C278, C279, C280, C281",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1405,12,"C271, C272, C273, C274, C275, C276, C277, C278, C279, C280, C281, C282",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1410,12,"C272, C273, C274, C275, C276, C277, C278, C279, C280, C281, C282, C283",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1415,12,"C273, C274, C275, C276, C277, C278, C279, C280, C281, C282, C283, C284",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1420,12,"C274, C275, C276, C277, C278, C279, C280, C281, C282, C283, C284, C285",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1425,12,"C275, C276, C277, C278, C279, C280, C281, C282, C283, C284, C285, C286",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1430,12,"C276, C277, C278, C279, C280, C281, C282, C283, C284, C285, C286, C287",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1435,12,"C277, C278, C279, C280, C281, C282, C283, C284, C285, C286, C287, C288",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1440,12,"C278, C279, C280, C281, C282, C283, C284, C285, C286, C287, C288, C289",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1445,12,"C279, C280, C281, C282, C283, C284, C285, C286, C287, C288, C289, C290",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1450,12,"C280, C281, C282, C283, C284, C285, C286, C287, C288, C289, C290, C291",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1455,12,"C281, C282, C283, C284, C285, C286, C287, C288, C289, C290, C291, C292",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1460,12,"C282, C283, C284, C285, C286, C287, C288, C289, C290, C291, C292, C293",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1465,12,"C283, C284, C285, C286, C287, C288, C289, C290, C291, C292, C293, C294",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1470,12,"C284, C285, C286, C287, C288, C289, C290, C291, C292, C293, C294, C295",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1475,12,"C285, C286, C287, C288, C289, C290, C291, C292, C293, C294, C295, C296",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1480,12,"C286, C287, C288, C289, C290, C291, C292, C293, C294, C295, C296, C297",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1485,12,"C287, C288, C289, C290, C291, C292, C293, C294, C295, C296, C297, C298",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1490,12,"C288, C289, C290, C291, C292, C293, C294, C295, C296, C297, C298, C299",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1495,12,"C289, C290, C291, C292, C293, C294, C295, C296, C297, C298, C299, C300",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1500,12,"C290, C291, C292, C293, C294, C295, C296, C297, C298, C299, C300, C301",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1505,12,"C291, C292, C293, C294, C295, C296, C297, C298, C299, C300, C301, C302",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1510,12,"C292, C293, C294, C295, C296, C297, C298, C299, C300, C301, C302, C303",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1515,12,"C293, C294, C295, C296, C297, C298, C299, C300, C301, C302, C303, C304",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1520,12,"C294, C295, C296, C297, C298, C299, C300, C301, C302, C303, C304, C305",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1525,12,"C295, C296, C297, C298, C299, C300, C301, C302, C303, C304, C305, C306",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1530,12,"C296, C297, C298, C299, C300, C301, C302, C303, C304, C305, C306, C307",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1535,12,"C297, C298, C299, C300, C301, C302, C303, C304, C305, C306, C307, C308",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1540,12,"C298, C299, C300, C301, C302, C303, C304, C305, C306, C307, C308, C309",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1545,12,"C299, C300, C301, C302, C303, C304, C305, C306, C307, C308, C309, C310",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1550,12,"C300, C301, C302, C303, C304, C305, C306, C307, C308, C309, C310, C311",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1555,12,"C301, C302, C303, C304, C305, C306, C307, C308, C309, C310, C311, C312",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1560,12,"C302, C303, C304, C305, C306, C307, C308, C309, C310, C311, C312, C313",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1565,12,"C303, C304, C305, C306, C307, C308, C309, C310, C311, C312, C313, C314",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1570,12,"C304, C305, C306, C307, C308, C309, C310, C311, C312, C313, C314, C315",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1575,12,"C305, C306, C307, C308, C309, C310, C311, C312, C313, C314, C315, C316",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1580,12,"C306, C307, C308, C309, C310, C311, C312, C313, C314, C315, C316, C317",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1585,12,"C307, C308, C309, C310, C311, C312, C313, C314, C315, C316, C317, C318",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1590,12,"C308, C309, C310, C311, C312, C313, C314, C315, C316, C317, C318, C319",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1595,12,"C309, C310, C311, C312, C313, C314, C315, C316, C317, C318, C319, C320",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1600,12,"C310, C311, C312, C313, C314, C315, C316, C317, C318, C319, C320, C321",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1605,12,"C311, C312, C313, C314, C315, C316, C317, C318, C319, C320, C321, C322",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1610,12,"C312, C313, C314, C315, C316, C317, C318, C319, C320, C321, C322, C323",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1615,12,"C313, C314, C315, C316, C317, C318, C319, C320, C321, C322, C323, C324",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1620,12,"C314, C315, C316, C317, C318, C319, C320, C321, C322, C323, C324, C325",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1625,12,"C315, C316, C317, C318, C319, C320, C321, C322, C323, C324, C325, C326",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1630,12,"C316, C317, C318, C319, C320, C321, C322, C323, C324, C325, C326, C327",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1635,12,"C317, C318, C319, C320, C321, C322, C323, C324, C325, C326, C327, C328",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1640,12,"C318, C319, C320, C321, C322, C323, C324, C325, C326, C327, C328, C329",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1645,12,"C319, C320, C321, C322, C323, C324, C325, C326, C327, C328, C329, C330",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1650,12,"C320, C321, C322, C323, C324, C325, C326, C327, C328, C329, C330, C331",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1655,12,"C321, C322, C323, C324, C325, C326, C327, C328, C329, C330, C331, C332",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1660,12,"C322, C323, C324, C325, C326, C327, C328, C329, C330, C331, C332, C333",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1665,12,"C323, C324, C325, C326, C327, C328, C329, C330, C331, C332, C333, C334",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1670,12,"C324, C325, C326, C327, C328, C329, C330, C331, C332, C333, C334, C335",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1675,12,"C325, C326, C327, C328, C329, C330, C331, C332, C333, C334, C335, C336",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1680,12,"C326, C327, C328, C329, C330, C331, C332, C333, C334, C335, C336, C337",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1685,12,"C327, C328, C329, C330, C331, C332, C333, C334, C335, C336, C337, C338",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1690,12,"C328, C329, C330, C331, C332, C333, C334, C335, C336, C337, C338, C339",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1695,12,"C329, C330, C331, C332, C333, C334, C335, C336, C337, C338, C339, C340",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1700,12,"C330, C331, C332, C333, C334, C335, C336, C337, C338, C339, C340, C341",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1705,12,"C331, C332, C333, C334, C335, C336, C337, C338, C339, C340, C341, C342",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1710,12,"C332, C333, C334, C335, C336, C337, C338, C339, C340, C341, C342, C343",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1715,12,"C333, C334, C335, C336, C337, C338, C339, C340, C341, C342, C343, C344",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1720,12,"C334, C335, C336, C337, C338, C339, C340, C341, C342, C343, C344, C345",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1725,12,"C335, C336, C337, C338, C339, C340, C341, C342, C343, C344, C345, C346",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1730,12,"C336, C337, C338, C339, C340, C341, C342, C343, C344, C345, C346, C347",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1735,12,"C337, C338, C339, C340, C341, C342, C343, C344, C345, C346, C347, C348",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1740,12,"C338, C339, C340, C341, C342, C343, C344, C345, C346, C347, C348, C349",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1745,12,"C339, C340, C341, C342, C343, C344, C345, C346, C347, C348, C349, C350",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1750,12,"C340, C341, C342, C343, C344, C345, C346, C347, C348, C349, C350, C351",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1755,12,"C341, C342, C343, C344, C345, C346, C347, C348, C349, C350, C351, C352",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1760,12,"C342, C343, C344, C345, C346, C347, C348, C349, C350, C351, C352, C353",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1765,12,"C343, C344, C345, C346, C347, C348, C349, C350, C351, C352, C353, C354",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1770,12,"C344, C345, C346, C347, C348, C349, C350, C351, C352, C353, C354, C355",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1775,12,"C345, C346, C347, C348, C349, C350, C351, C352, C353, C354, C355, C356",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1780,12,"C346, C347, C348, C349, C350, C351, C352, C353, C354, C355, C356, C357",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1785,12,"C347, C348, C349, C350, C351, C352, C353, C354, C355, C356, C357, C358",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1790,12,"C348, C349, C350, C351, C352, C353, C354, C355, C356, C357, C358, C359",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1795,12,"C349, C350, C351, C352, C353, C354, C355, C356, C357, C358, C359, C360",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1800,12,"C350, C351, C352, C353, C354, C355, C356, C357, C358, C359, C360, C361",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1805,12,"C351, C352, C353, C354, C355, C356, C357, C358, C359, C360, C361, C362",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1810,12,"C352, C353, C354, C355, C356, C357, C358, C359, C360, C361, C362, C363",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1815,12,"C353, C354, C355, C356, C357, C358, C359, C360, C361, C362, C363, C364",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1820,12,"C354, C355, C356, C357, C358, C359, C360, C361, C362, C363, C364, C365",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1825,12,"C355, C356, C357, C358, C359, C360, C361, C362, C363, C364, C365, C366",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1830,12,"C356, C357, C358, C359, C360, C361, C362, C363, C364, C365, C366, C367",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1835,12,"C357, C358, C359, C360, C361, C362, C363, C364, C365, C366, C367, C368",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1840,12,"C358, C359, C360, C361, C362, C363, C364, C365, C366, C367, C368, C369",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1845,12,"C359, C360, C361, C362, C363, C364, C365, C366, C367, C368, C369, C370",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1850,12,"C360, C361, C362, C363, C364, C365, C366, C367, C368, C369, C370, C371",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1855,12,"C361, C362, C363, C364, C365, C366, C367, C368, C369, C370, C371, C372",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1860,12,"C362, C363, C364, C365, C366, C367, C368, C369, C370, C371, C372, C373",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1865,12,"C363, C364, C365, C366, C367, C368, C369, C370, C371, C372, C373, C374",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1870,12,"C364, C365, C366, C367, C368, C369, C370, C371, C372, C373, C374, C375",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1875,12,"C365, C366, C367, C368, C369, C370, C371, C372, C373, C374, C375, C376",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1880,12,"C366, C367, C368, C369, C370, C371, C372, C373, C374, C375, C376, C377",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1885,12,"C367, C368, C369, C370, C371, C372, C373, C374, C375, C376, C377, C378",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1890,12,"C368, C369, C370, C371, C372, C373, C374, C375, C376, C377, C378, C379",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
1895,12,"C369, C370, C371, C372, C373, C374, C375, C376, C377, C378, C379, C380",2375.0,58.0%,1721.0,42.0%,MEDIUM,YES
