CONTAINER EXECUTION DATA
Configuration:
  Total GPU Memory: 4096.0 MB
  Base Memory: 125.0 MB
  Memory Multiplier: 1.5

Container ID,Memory Allocated (MB),Expected Duration (s),Launch Time (s),Completion Time (s),Actual Duration (s),Duration Accuracy,Success,Execution Status,Memory Efficiency %
102,281.2,60,1774881210.20,1774881273.84,63.65,93.9%,Yes,✓ Completed,6.9%
103,421.9,60,1774881215.20,1774881278.90,63.69,93.8%,Yes,✓ Completed,10.3%
104,632.8,60,1774881220.21,1774881283.90,63.69,93.9%,Yes,✓ Completed,15.4%
105,949.2,60,1774881275.25,1774881339.08,63.83,93.6%,Yes,✓ Completed,23.2%
106,1423.8,60,1774881280.25,1774881344.06,63.81,93.6%,Yes,✓ Completed,34.8%
107,2135.7,60,1774881339.08,1774881402.90,63.82,93.6%,Yes,✓ Completed,52.1%
108,3203.6,60,1774881402.90,1774881466.80,63.90,93.5%,Yes,✓ Completed,78.2%
109,125.0,60,1774881405.35,1774881469.06,63.71,93.8%,Yes,✓ Completed,3.1%
110,187.5,60,1774881410.35,1774881474.12,63.77,93.7%,Yes,✓ Completed,4.6%
111,281.2,60,1774881470.41,1774881534.24,63.83,93.6%,Yes,✓ Completed,6.9%
112,421.9,60,1774881475.41,1774881539.12,63.71,93.8%,Yes,✓ Completed,10.3%
113,632.8,60,1774881480.42,1774881544.33,63.91,93.5%,Yes,✓ Completed,15.4%
114,949.2,60,1774881535.47,1774881599.14,63.67,93.9%,Yes,✓ Completed,23.2%
115,1423.8,60,1774881540.47,1774881604.33,63.86,93.6%,Yes,✓ Completed,34.8%
116,2135.7,60,1774881599.14,1774881662.86,63.73,93.8%,Yes,✓ Completed,52.1%
117,3203.6,60,1774881662.86,1774881726.70,63.84,93.6%,Yes,✓ Completed,78.2%
118,125.0,60,1774881665.56,1774881729.23,63.67,93.9%,Yes,✓ Completed,3.1%
119,187.5,60,1774881670.56,1774881734.31,63.74,93.8%,Yes,✓ Completed,4.6%
120,281.2,60,1774881730.61,1774881794.32,63.71,93.8%,Yes,✓ Completed,6.9%
121,421.9,60,1774881735.61,1774881799.31,63.70,93.8%,Yes,✓ Completed,10.3%
122,632.8,60,1774881740.62,1774881804.49,63.87,93.6%,Yes,✓ Completed,15.4%
123,949.2,60,1774881795.65,1774881859.41,63.75,93.7%,Yes,✓ Completed,23.2%
124,1423.8,60,1774881800.66,1774881864.46,63.80,93.7%,Yes,✓ Completed,34.8%
125,2135.7,60,1774881859.41,1774881923.17,63.76,93.7%,Yes,✓ Completed,52.1%
126,3203.6,60,1774881923.17,N/A,0.00,N/A,No,✗ Failed,78.2%
127,125.0,60,1774881925.75,N/A,0.00,N/A,No,✗ Failed,3.1%
128,187.5,60,1774881930.76,N/A,0.00,N/A,No,✗ Failed,4.6%

SUMMARY STATISTICS
Metric,Value,Unit
Total Containers Executed,128,count
Successful Containers,125,count
Failed Containers,3,count
Success Rate,97.7,%

"MEMORY UTILIZATION (DYNAMIC RESET, cycle=3)"
Peak Cycle Utilization,14.50%,Cycle = 593.8 / 4096.0 MB
Cycle Position 1,125.0,MB
Cycle Position 2,187.5,MB
Cycle Position 3,281.2,MB
Cycle Total,593.8,MB
