COMPREHENSIVE EXECUTION SCHEDULE
Complete container lifecycle with concurrent execution details
Generated:,2026-03-30 17:24:28

CONFIGURATION
Base Memory:,10.0 MB
Memory Multiplier:,1.5x
Total GPU Memory:,4096.0 MB
Container Duration:,60s
Max Concurrent:,3
Reset Interval (cycle):,3

INDIVIDUAL CONTAINER EXECUTION
Container ID,Memory (MB),Type (n/cycle),Launch Time (s),Completion Time (s),Duration Actual (s),Status,State Count,Peak Concurrent,Overlapping Containers
76,RELEASING_MEMORY,1960.96,63.67,Releasing allocated resources
76,COMPLETED,1960.96,63.67,Finished successfully
77,STARTING,1902.30,0.00,Process being launched
77,ALLOCATING_MEMORY,1902.30,0.00,GPU memory allocation in progress
77,RUNNING,1902.30,0.00,Active execution on GPU
77,RELEASING_MEMORY,1965.97,63.67,Releasing allocated resources
77,COMPLETED,1965.97,63.67,Finished successfully
78,STARTING,1962.33,0.00,Process being launched
78,ALLOCATING_MEMORY,1962.33,0.00,GPU memory allocation in progress
78,RUNNING,1962.33,0.00,Active execution on GPU
78,RELEASING_MEMORY,2026.08,63.75,Releasing allocated resources
78,COMPLETED,2026.08,63.75,Finished successfully
79,STARTING,1967.34,0.00,Process being launched
79,ALLOCATING_MEMORY,1967.34,0.00,GPU memory allocation in progress
79,RUNNING,1967.34,0.00,Active execution on GPU
79,RELEASING_MEMORY,2030.90,63.57,Releasing allocated resources
79,COMPLETED,2030.90,63.57,Finished successfully
80,STARTING,1972.34,0.00,Process being launched
80,ALLOCATING_MEMORY,1972.34,0.00,GPU memory allocation in progress
80,RUNNING,1972.34,0.00,Active execution on GPU
80,RELEASING_MEMORY,2035.98,63.65,Releasing allocated resources
80,COMPLETED,2035.98,63.65,Finished successfully
81,STARTING,2027.37,0.00,Process being launched
81,ALLOCATING_MEMORY,2027.37,0.00,GPU memory allocation in progress
81,RUNNING,2027.37,0.00,Active execution on GPU
81,RELEASING_MEMORY,2091.01,63.64,Releasing allocated resources
81,COMPLETED,2091.01,63.64,Finished successfully
82,STARTING,2032.38,0.00,Process being launched
82,ALLOCATING_MEMORY,2032.38,0.00,GPU memory allocation in progress
82,RUNNING,2032.38,0.00,Active execution on GPU
82,RELEASING_MEMORY,2095.99,63.61,Releasing allocated resources
82,COMPLETED,2095.99,63.61,Finished successfully
83,STARTING,2037.38,0.00,Process being launched
83,ALLOCATING_MEMORY,2037.38,0.00,GPU memory allocation in progress
83,RUNNING,2037.38,0.00,Active execution on GPU
83,RELEASING_MEMORY,2101.12,63.73,Releasing allocated resources
83,COMPLETED,2101.12,63.73,Finished successfully
84,STARTING,2092.43,0.00,Process being launched
84,ALLOCATING_MEMORY,2092.43,0.00,GPU memory allocation in progress
84,RUNNING,2092.43,0.00,Active execution on GPU
84,RELEASING_MEMORY,2156.11,63.68,Releasing allocated resources
84,COMPLETED,2156.11,63.68,Finished successfully
85,STARTING,2097.44,0.00,Process being launched
85,ALLOCATING_MEMORY,2097.44,0.00,GPU memory allocation in progress
85,RUNNING,2097.44,0.00,Active execution on GPU
85,RELEASING_MEMORY,2161.12,63.68,Releasing allocated resources
85,COMPLETED,2161.12,63.68,Finished successfully
86,STARTING,2102.44,0.00,Process being launched
86,ALLOCATING_MEMORY,2102.44,0.00,GPU memory allocation in progress
86,RUNNING,2102.44,0.00,Active execution on GPU
86,RELEASING_MEMORY,2166.14,63.70,Releasing allocated resources
86,COMPLETED,2166.14,63.70,Finished successfully
87,STARTING,2157.48,0.00,Process being launched
87,ALLOCATING_MEMORY,2157.48,0.00,GPU memory allocation in progress
87,RUNNING,2157.48,0.00,Active execution on GPU
87,RELEASING_MEMORY,2221.30,63.82,Releasing allocated resources
87,COMPLETED,2221.30,63.82,Finished successfully
88,STARTING,2162.48,0.00,Process being launched
88,ALLOCATING_MEMORY,2162.48,0.00,GPU memory allocation in progress
88,RUNNING,2162.48,0.00,Active execution on GPU
88,RELEASING_MEMORY,2226.22,63.73,Releasing allocated resources
88,COMPLETED,2226.22,63.73,Finished successfully
89,STARTING,2221.30,0.00,Process being launched
89,ALLOCATING_MEMORY,2221.30,0.00,GPU memory allocation in progress
89,RUNNING,2221.30,0.00,Active execution on GPU
89,RELEASING_MEMORY,2285.11,63.81,Releasing allocated resources
89,COMPLETED,2285.11,63.81,Finished successfully
90,STARTING,2285.11,0.00,Process being launched
90,ALLOCATING_MEMORY,2285.11,0.00,GPU memory allocation in progress
90,RUNNING,2285.11,0.00,Active execution on GPU
90,RELEASING_MEMORY,2348.85,63.74,Releasing allocated resources
90,COMPLETED,2348.85,63.74,Finished successfully
91,STARTING,2287.60,0.00,Process being launched
91,ALLOCATING_MEMORY,2287.60,0.00,GPU memory allocation in progress
91,RUNNING,2287.60,0.00,Active execution on GPU
91,RELEASING_MEMORY,2351.24,63.65,Releasing allocated resources
91,COMPLETED,2351.24,63.65,Finished successfully
92,STARTING,2292.60,0.00,Process being launched
92,ALLOCATING_MEMORY,2292.60,0.00,GPU memory allocation in progress
92,RUNNING,2292.60,0.00,Active execution on GPU
92,RELEASING_MEMORY,2356.53,63.93,Releasing allocated resources
92,COMPLETED,2356.53,63.93,Finished successfully
93,STARTING,2352.63,0.00,Process being launched
93,ALLOCATING_MEMORY,2352.63,0.00,GPU memory allocation in progress
93,RUNNING,2352.63,0.00,Active execution on GPU
93,RELEASING_MEMORY,2416.42,63.79,Releasing allocated resources
93,COMPLETED,2416.42,63.79,Finished successfully
94,STARTING,2357.64,0.00,Process being launched
94,ALLOCATING_MEMORY,2357.64,0.00,GPU memory allocation in progress
94,RUNNING,2357.64,0.00,Active execution on GPU
94,RELEASING_MEMORY,2421.28,63.65,Releasing allocated resources
94,COMPLETED,2421.29,63.65,Finished successfully
95,STARTING,2362.65,0.00,Process being launched
95,ALLOCATING_MEMORY,2362.65,0.00,GPU memory allocation in progress
95,RUNNING,2362.65,0.00,Active execution on GPU
95,RELEASING_MEMORY,2426.52,63.87,Releasing allocated resources
95,COMPLETED,2426.52,63.87,Finished successfully
96,STARTING,2417.67,0.00,Process being launched
96,ALLOCATING_MEMORY,2417.67,0.00,GPU memory allocation in progress
96,RUNNING,2417.67,0.00,Active execution on GPU
96,RELEASING_MEMORY,2481.49,63.82,Releasing allocated resources
96,COMPLETED,2481.49,63.82,Finished successfully
97,STARTING,2422.67,0.00,Process being launched
97,ALLOCATING_MEMORY,2422.67,0.00,GPU memory allocation in progress
97,RUNNING,2422.67,0.00,Active execution on GPU
97,RELEASING_MEMORY,2486.38,63.71,Releasing allocated resources
97,COMPLETED,2486.38,63.71,Finished successfully
98,STARTING,2427.68,0.00,Process being launched
98,ALLOCATING_MEMORY,2427.68,0.00,GPU memory allocation in progress
98,RUNNING,2427.68,0.00,Active execution on GPU
98,RELEASING_MEMORY,2491.38,63.71,Releasing allocated resources
98,COMPLETED,2491.38,63.71,Finished successfully
99,STARTING,2482.70,0.00,Process being launched
99,ALLOCATING_MEMORY,2482.70,0.00,GPU memory allocation in progress
99,RUNNING,2482.70,0.00,Active execution on GPU
99,RELEASING_MEMORY,2546.38,63.68,Releasing allocated resources
99,COMPLETED,2546.38,63.68,Finished successfully
100,STARTING,2487.71,0.00,Process being launched
100,ALLOCATING_MEMORY,2487.71,0.00,GPU memory allocation in progress
100,RUNNING,2487.71,0.00,Active execution on GPU
100,RELEASING_MEMORY,2551.56,63.85,Releasing allocated resources
100,COMPLETED,2551.56,63.85,Finished successfully
101,STARTING,2492.71,0.00,Process being launched
101,ALLOCATING_MEMORY,2492.71,0.00,GPU memory allocation in progress
101,RUNNING,2492.71,0.00,Active execution on GPU
101,RELEASING_MEMORY,2556.34,63.63,Releasing allocated resources
101,COMPLETED,2556.34,63.63,Finished successfully
102,STARTING,2547.74,0.00,Process being launched
102,ALLOCATING_MEMORY,2547.74,0.00,GPU memory allocation in progress
102,RUNNING,2547.74,0.00,Active execution on GPU
102,RELEASING_MEMORY,2611.60,63.86,Releasing allocated resources
102,COMPLETED,2611.60,63.86,Finished successfully
103,STARTING,2552.75,0.00,Process being launched
103,ALLOCATING_MEMORY,2552.75,0.00,GPU memory allocation in progress
103,RUNNING,2552.75,0.00,Active execution on GPU
103,RELEASING_MEMORY,2616.56,63.81,Releasing allocated resources
103,COMPLETED,2616.56,63.81,Finished successfully
104,STARTING,2611.60,0.00,Process being launched
104,ALLOCATING_MEMORY,2611.60,0.00,GPU memory allocation in progress
104,RUNNING,2611.60,0.00,Active execution on GPU
104,RELEASING_MEMORY,2675.35,63.75,Releasing allocated resources
104,COMPLETED,2675.35,63.75,Finished successfully
105,STARTING,2675.35,0.00,Process being launched
105,ALLOCATING_MEMORY,2675.35,0.00,GPU memory allocation in progress
105,RUNNING,2675.35,0.00,Active execution on GPU
105,RELEASING_MEMORY,2739.14,63.79,Releasing allocated resources
105,COMPLETED,2739.14,63.79,Finished successfully
106,STARTING,2677.82,0.00,Process being launched
106,ALLOCATING_MEMORY,2677.82,0.00,GPU memory allocation in progress
106,RUNNING,2677.82,0.00,Active execution on GPU
106,RELEASING_MEMORY,2741.53,63.72,Releasing allocated resources
106,COMPLETED,2741.53,63.72,Finished successfully
107,STARTING,2682.82,0.00,Process being launched
107,ALLOCATING_MEMORY,2682.82,0.00,GPU memory allocation in progress
107,RUNNING,2682.82,0.00,Active execution on GPU
107,RELEASING_MEMORY,2746.61,63.79,Releasing allocated resources
107,COMPLETED,2746.61,63.79,Finished successfully
108,STARTING,2742.85,0.00,Process being launched
108,ALLOCATING_MEMORY,2742.85,0.00,GPU memory allocation in progress
108,RUNNING,2742.85,0.00,Active execution on GPU
108,RELEASING_MEMORY,2806.71,63.86,Releasing allocated resources
108,COMPLETED,2806.71,63.86,Finished successfully
109,STARTING,2747.86,0.00,Process being launched
109,ALLOCATING_MEMORY,2747.86,0.00,GPU memory allocation in progress
109,RUNNING,2747.86,0.00,Active execution on GPU
109,RELEASING_MEMORY,2811.59,63.73,Releasing allocated resources
109,COMPLETED,2811.59,63.73,Finished successfully
110,STARTING,2752.86,0.00,Process being launched
110,ALLOCATING_MEMORY,2752.86,0.00,GPU memory allocation in progress
110,RUNNING,2752.86,0.00,Active execution on GPU
110,RELEASING_MEMORY,2816.68,63.81,Releasing allocated resources
110,COMPLETED,2816.68,63.81,Finished successfully
111,STARTING,2807.91,0.00,Process being launched
111,ALLOCATING_MEMORY,2807.91,0.00,GPU memory allocation in progress
111,RUNNING,2807.91,0.00,Active execution on GPU
111,RELEASING_MEMORY,2871.64,63.74,Releasing allocated resources
111,COMPLETED,2871.64,63.74,Finished successfully
112,STARTING,2812.91,0.00,Process being launched
112,ALLOCATING_MEMORY,2812.91,0.00,GPU memory allocation in progress
112,RUNNING,2812.91,0.00,Active execution on GPU
112,RELEASING_MEMORY,2876.49,63.58,Releasing allocated resources
112,COMPLETED,2876.49,63.58,Finished successfully
113,STARTING,2817.91,0.00,Process being launched
113,ALLOCATING_MEMORY,2817.91,0.00,GPU memory allocation in progress
113,RUNNING,2817.91,0.00,Active execution on GPU
113,RELEASING_MEMORY,2881.60,63.69,Releasing allocated resources
113,COMPLETED,2881.60,63.69,Finished successfully
114,STARTING,2872.95,0.00,Process being launched
114,ALLOCATING_MEMORY,2872.95,0.00,GPU memory allocation in progress
114,RUNNING,2872.95,0.00,Active execution on GPU
114,RELEASING_MEMORY,2936.62,63.67,Releasing allocated resources
114,COMPLETED,2936.62,63.67,Finished successfully
115,STARTING,2877.96,0.00,Process being launched
115,ALLOCATING_MEMORY,2877.96,0.00,GPU memory allocation in progress
115,RUNNING,2877.96,0.00,Active execution on GPU
115,RELEASING_MEMORY,2941.82,63.86,Releasing allocated resources
115,COMPLETED,2941.82,63.86,Finished successfully
116,STARTING,2882.96,0.00,Process being launched
116,ALLOCATING_MEMORY,2882.96,0.00,GPU memory allocation in progress
116,RUNNING,2882.96,0.00,Active execution on GPU
116,RELEASING_MEMORY,2946.69,63.73,Releasing allocated resources
116,COMPLETED,2946.69,63.73,Finished successfully
117,STARTING,2937.99,0.00,Process being launched
117,ALLOCATING_MEMORY,2937.99,0.00,GPU memory allocation in progress
117,RUNNING,2937.99,0.00,Active execution on GPU
117,RELEASING_MEMORY,3001.68,63.68,Releasing allocated resources
117,COMPLETED,3001.68,63.68,Finished successfully
118,STARTING,2943.00,0.00,Process being launched
118,ALLOCATING_MEMORY,2943.00,0.00,GPU memory allocation in progress
118,RUNNING,2943.00,0.00,Active execution on GPU
118,RELEASING_MEMORY,3006.79,63.79,Releasing allocated resources
118,COMPLETED,3006.79,63.79,Finished successfully
119,STARTING,3001.68,0.00,Process being launched
119,ALLOCATING_MEMORY,3001.68,0.00,GPU memory allocation in progress
119,RUNNING,3001.68,0.00,Active execution on GPU
119,RELEASING_MEMORY,3065.35,63.67,Releasing allocated resources
119,COMPLETED,3065.35,63.67,Finished successfully
120,STARTING,3065.35,0.00,Process being launched
120,ALLOCATING_MEMORY,3065.35,0.00,GPU memory allocation in progress
120,RUNNING,3065.35,0.00,Active execution on GPU
120,RELEASING_MEMORY,3129.14,63.79,Releasing allocated resources
120,COMPLETED,3129.14,63.79,Finished successfully
121,STARTING,3068.08,0.00,Process being launched
121,ALLOCATING_MEMORY,3068.08,0.00,GPU memory allocation in progress
121,RUNNING,3068.08,0.00,Active execution on GPU
121,RELEASING_MEMORY,3131.73,63.66,Releasing allocated resources
121,COMPLETED,3131.73,63.66,Finished successfully
122,STARTING,3073.08,0.00,Process being launched
122,ALLOCATING_MEMORY,3073.08,0.00,GPU memory allocation in progress
122,RUNNING,3073.08,0.00,Active execution on GPU
122,RELEASING_MEMORY,3136.96,63.88,Releasing allocated resources
122,COMPLETED,3136.96,63.88,Finished successfully
123,STARTING,3133.13,0.00,Process being launched
123,ALLOCATING_MEMORY,3133.13,0.00,GPU memory allocation in progress
123,RUNNING,3133.13,0.00,Active execution on GPU
123,RELEASING_MEMORY,3196.87,63.73,Releasing allocated resources
123,COMPLETED,3196.87,63.73,Finished successfully
124,STARTING,3138.14,0.00,Process being launched
124,ALLOCATING_MEMORY,3138.14,0.00,GPU memory allocation in progress
124,RUNNING,3138.14,0.00,Active execution on GPU
124,RELEASING_MEMORY,3201.78,63.64,Releasing allocated resources
124,COMPLETED,3201.78,63.64,Finished successfully
125,STARTING,3143.15,0.00,Process being launched
125,ALLOCATING_MEMORY,3143.15,0.00,GPU memory allocation in progress
125,RUNNING,3143.15,0.00,Active execution on GPU
125,RELEASING_MEMORY,3207.03,63.89,Releasing allocated resources
125,COMPLETED,3207.03,63.89,Finished successfully
126,STARTING,3198.18,0.00,Process being launched
126,ALLOCATING_MEMORY,3198.18,0.00,GPU memory allocation in progress
126,RUNNING,3198.19,0.00,Active execution on GPU
126,RELEASING_MEMORY,3261.79,63.60,Releasing allocated resources
126,COMPLETED,3261.79,63.60,Finished successfully
127,STARTING,3203.19,0.00,Process being launched
127,ALLOCATING_MEMORY,3203.19,0.00,GPU memory allocation in progress
127,RUNNING,3203.19,0.00,Active execution on GPU
127,RELEASING_MEMORY,3266.91,63.72,Releasing allocated resources
127,COMPLETED,3266.91,63.72,Finished successfully
128,STARTING,3208.20,0.00,Process being launched
128,ALLOCATING_MEMORY,3208.20,0.00,GPU memory allocation in progress
128,RUNNING,3208.20,0.00,Active execution on GPU
128,RELEASING_MEMORY,3271.92,63.72,Releasing allocated resources
128,COMPLETED,3271.92,63.72,Finished successfully
129,STARTING,3263.24,0.00,Process being launched
129,ALLOCATING_MEMORY,3263.24,0.00,GPU memory allocation in progress
129,RUNNING,3263.24,0.00,Active execution on GPU
129,RELEASING_MEMORY,3326.94,63.70,Releasing allocated resources
129,COMPLETED,3326.94,63.70,Finished successfully
130,STARTING,3268.25,0.00,Process being launched
130,ALLOCATING_MEMORY,3268.25,0.00,GPU memory allocation in progress
130,RUNNING,3268.25,0.00,Active execution on GPU
130,RELEASING_MEMORY,3331.95,63.70,Releasing allocated resources
130,COMPLETED,3331.95,63.70,Finished successfully
131,STARTING,3273.26,0.00,Process being launched
131,ALLOCATING_MEMORY,3273.26,0.00,GPU memory allocation in progress
131,RUNNING,3273.26,0.00,Active execution on GPU
131,RELEASING_MEMORY,3336.92,63.66,Releasing allocated resources
131,COMPLETED,3336.92,63.66,Finished successfully
132,STARTING,3328.30,0.00,Process being launched
132,ALLOCATING_MEMORY,3328.30,0.00,GPU memory allocation in progress
132,RUNNING,3328.30,0.00,Active execution on GPU
132,RELEASING_MEMORY,3392.09,63.79,Releasing allocated resources
132,COMPLETED,3392.09,63.79,Finished successfully
133,STARTING,3333.30,0.00,Process being launched
133,ALLOCATING_MEMORY,3333.30,0.00,GPU memory allocation in progress
133,RUNNING,3333.30,0.00,Active execution on GPU
133,RELEASING_MEMORY,3397.02,63.72,Releasing allocated resources
133,COMPLETED,3397.02,63.72,Finished successfully
134,STARTING,3392.09,0.00,Process being launched
134,ALLOCATING_MEMORY,3392.09,0.00,GPU memory allocation in progress
134,RUNNING,3392.09,0.00,Active execution on GPU
134,RELEASING_MEMORY,3455.88,63.78,Releasing allocated resources
134,COMPLETED,3455.88,63.78,Finished successfully
135,STARTING,3455.88,0.00,Process being launched
135,ALLOCATING_MEMORY,3455.88,0.00,GPU memory allocation in progress
135,RUNNING,3455.88,0.00,Active execution on GPU
135,RELEASING_MEMORY,3519.67,63.80,Releasing allocated resources
135,COMPLETED,3519.67,63.80,Finished successfully
136,STARTING,3458.42,0.00,Process being launched
136,ALLOCATING_MEMORY,3458.42,0.00,GPU memory allocation in progress
136,RUNNING,3458.42,0.00,Active execution on GPU
136,RELEASING_MEMORY,3522.11,63.69,Releasing allocated resources
136,COMPLETED,3522.11,63.69,Finished successfully
137,STARTING,3463.42,0.00,Process being launched
137,ALLOCATING_MEMORY,3463.42,0.00,GPU memory allocation in progress
137,RUNNING,3463.42,0.00,Active execution on GPU
137,RELEASING_MEMORY,3527.03,63.61,Releasing allocated resources
137,COMPLETED,3527.03,63.61,Finished successfully
138,STARTING,3523.48,0.00,Process being launched
138,ALLOCATING_MEMORY,3523.48,0.00,GPU memory allocation in progress
138,RUNNING,3523.48,0.00,Active execution on GPU
138,RELEASING_MEMORY,3587.14,63.66,Releasing allocated resources
138,COMPLETED,3587.14,63.66,Finished successfully
139,STARTING,3528.48,0.00,Process being launched
139,ALLOCATING_MEMORY,3528.48,0.00,GPU memory allocation in progress
139,RUNNING,3528.48,0.00,Active execution on GPU
139,RELEASING_MEMORY,3592.08,63.60,Releasing allocated resources
139,COMPLETED,3592.08,63.60,Finished successfully
140,STARTING,3533.49,0.00,Process being launched
140,ALLOCATING_MEMORY,3533.49,0.00,GPU memory allocation in progress
140,RUNNING,3533.49,0.00,Active execution on GPU
140,RELEASING_MEMORY,3597.23,63.74,Releasing allocated resources
140,COMPLETED,3597.23,63.74,Finished successfully
141,STARTING,3588.54,0.00,Process being launched
141,ALLOCATING_MEMORY,3588.54,0.00,GPU memory allocation in progress
141,RUNNING,3588.54,0.00,Active execution on GPU
142,STARTING,3593.54,0.00,Process being launched
142,ALLOCATING_MEMORY,3593.54,0.00,GPU memory allocation in progress
142,RUNNING,3593.54,0.00,Active execution on GPU
143,STARTING,3598.54,0.00,Process being launched
143,ALLOCATING_MEMORY,3598.54,0.00,GPU memory allocation in progress
143,RUNNING,3598.54,0.00,Active execution on GPU

EXECUTION SUMMARY STATISTICS
Metric,Value,Unit
Total Containers,143,count
Completed,140,count
Successful,140,count
Success Rate,100.0,%
Total Execution Time,3597.23,seconds
Throughput,2.3,containers/cycle
Total Memory Allocated,79133.5,MB
Average Memory per Container,553.4,MB
Peak GPU Utilization,1.16,%

PARALLELISM ANALYSIS
Parallelism Level,Occurrences,Percentage,Duration (s)
1,47,17.4%,235.0
2,130,48.1%,650.0
3,93,34.4%,465.0
