MEMORY USAGE TIMELINE
Generated from container execution schedule with dynamic memory model (cycle=3)
Configuration:
  Total GPU Memory: 4096.0 MB
  Base Memory: 10.0 MB
  Memory Multiplier: 1.5
  Container Duration: 60 seconds
  Reset Interval: 3 containers (dynamic)

Timestamp (s),Active Containers (count),Container IDs,Total Memory Used (MB),Used %,Remaining Capacity (MB),Available %,Memory Pressure,Can Launch?
170,12,"C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35",190.0,4.6%,3906.0,95.4%,LOW,YES
175,12,"C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36",190.0,4.6%,3906.0,95.4%,LOW,YES
180,12,"C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37",190.0,4.6%,3906.0,95.4%,LOW,YES
185,12,"C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38",190.0,4.6%,3906.0,95.4%,LOW,YES
190,12,"C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39",190.0,4.6%,3906.0,95.4%,LOW,YES
195,12,"C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40",190.0,4.6%,3906.0,95.4%,LOW,YES
200,12,"C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41",190.0,4.6%,3906.0,95.4%,LOW,YES
205,12,"C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42",190.0,4.6%,3906.0,95.4%,LOW,YES
210,12,"C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43",190.0,4.6%,3906.0,95.4%,LOW,YES
215,12,"C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44",190.0,4.6%,3906.0,95.4%,LOW,YES
220,12,"C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45",190.0,4.6%,3906.0,95.4%,LOW,YES
225,12,"C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46",190.0,4.6%,3906.0,95.4%,LOW,YES
230,12,"C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47",190.0,4.6%,3906.0,95.4%,LOW,YES
235,12,"C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48",190.0,4.6%,3906.0,95.4%,LOW,YES
240,12,"C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49",190.0,4.6%,3906.0,95.4%,LOW,YES
245,12,"C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50",190.0,4.6%,3906.0,95.4%,LOW,YES
250,12,"C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51",190.0,4.6%,3906.0,95.4%,LOW,YES
255,12,"C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52",190.0,4.6%,3906.0,95.4%,LOW,YES
260,12,"C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53",190.0,4.6%,3906.0,95.4%,LOW,YES
265,12,"C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54",190.0,4.6%,3906.0,95.4%,LOW,YES
270,12,"C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55",190.0,4.6%,3906.0,95.4%,LOW,YES
275,12,"C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56",190.0,4.6%,3906.0,95.4%,LOW,YES
280,12,"C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57",190.0,4.6%,3906.0,95.4%,LOW,YES
285,12,"C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58",190.0,4.6%,3906.0,95.4%,LOW,YES
290,12,"C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59",190.0,4.6%,3906.0,95.4%,LOW,YES
295,12,"C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60",190.0,4.6%,3906.0,95.4%,LOW,YES
300,12,"C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61",190.0,4.6%,3906.0,95.4%,LOW,YES
305,12,"C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62",190.0,4.6%,3906.0,95.4%,LOW,YES
310,12,"C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63",190.0,4.6%,3906.0,95.4%,LOW,YES
315,12,"C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64",190.0,4.6%,3906.0,95.4%,LOW,YES
320,12,"C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65",190.0,4.6%,3906.0,95.4%,LOW,YES
325,12,"C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66",190.0,4.6%,3906.0,95.4%,LOW,YES
330,12,"C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67",190.0,4.6%,3906.0,95.4%,LOW,YES
335,12,"C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68",190.0,4.6%,3906.0,95.4%,LOW,YES
340,12,"C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69",190.0,4.6%,3906.0,95.4%,LOW,YES
345,12,"C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70",190.0,4.6%,3906.0,95.4%,LOW,YES
350,12,"C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71",190.0,4.6%,3906.0,95.4%,LOW,YES
355,12,"C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72",190.0,4.6%,3906.0,95.4%,LOW,YES
360,12,"C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73",190.0,4.6%,3906.0,95.4%,LOW,YES
365,12,"C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74",190.0,4.6%,3906.0,95.4%,LOW,YES
370,12,"C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75",190.0,4.6%,3906.0,95.4%,LOW,YES
375,12,"C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76",190.0,4.6%,3906.0,95.4%,LOW,YES
380,12,"C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77",190.0,4.6%,3906.0,95.4%,LOW,YES
385,12,"C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78",190.0,4.6%,3906.0,95.4%,LOW,YES
390,12,"C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79",190.0,4.6%,3906.0,95.4%,LOW,YES
395,12,"C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80",190.0,4.6%,3906.0,95.4%,LOW,YES
400,12,"C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81",190.0,4.6%,3906.0,95.4%,LOW,YES
405,12,"C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82",190.0,4.6%,3906.0,95.4%,LOW,YES
410,12,"C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83",190.0,4.6%,3906.0,95.4%,LOW,YES
415,12,"C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84",190.0,4.6%,3906.0,95.4%,LOW,YES
420,12,"C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85",190.0,4.6%,3906.0,95.4%,LOW,YES
425,12,"C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85, C86",190.0,4.6%,3906.0,95.4%,LOW,YES
430,12,"C76, C77, C78, C79, C80, C81, C82, C83, C84, C85, C86, C87",190.0,4.6%,3906.0,95.4%,LOW,YES
435,12,"C77, C78, C79, C80, C81, C82, C83, C84, C85, C86, C87, C88",190.0,4.6%,3906.0,95.4%,LOW,YES
440,12,"C78, C79, C80, C81, C82, C83, C84, C85, C86, C87, C88, C89",190.0,4.6%,3906.0,95.4%,LOW,YES
445,12,"C79, C80, C81, C82, C83, C84, C85, C86, C87, C88, C89, C90",190.0,4.6%,3906.0,95.4%,LOW,YES
450,12,"C80, C81, C82, C83, C84, C85, C86, C87, C88, C89, C90, C91",190.0,4.6%,3906.0,95.4%,LOW,YES
455,12,"C81, C82, C83, C84, C85, C86, C87, C88, C89, C90, C91, C92",190.0,4.6%,3906.0,95.4%,LOW,YES
460,12,"C82, C83, C84, C85, C86, C87, C88, C89, C90, C91, C92, C93",190.0,4.6%,3906.0,95.4%,LOW,YES
465,12,"C83, C84, C85, C86, C87, C88, C89, C90, C91, C92, C93, C94",190.0,4.6%,3906.0,95.4%,LOW,YES
470,12,"C84, C85, C86, C87, C88, C89, C90, C91, C92, C93, C94, C95",190.0,4.6%,3906.0,95.4%,LOW,YES
475,12,"C85, C86, C87, C88, C89, C90, C91, C92, C93, C94, C95, C96",190.0,4.6%,3906.0,95.4%,LOW,YES
480,12,"C86, C87, C88, C89, C90, C91, C92, C93, C94, C95, C96, C97",190.0,4.6%,3906.0,95.4%,LOW,YES
485,12,"C87, C88, C89, C90, C91, C92, C93, C94, C95, C96, C97, C98",190.0,4.6%,3906.0,95.4%,LOW,YES
490,12,"C88, C89, C90, C91, C92, C93, C94, C95, C96, C97, C98, C99",190.0,4.6%,3906.0,95.4%,LOW,YES
495,12,"C89, C90, C91, C92, C93, C94, C95, C96, C97, C98, C99, C100",190.0,4.6%,3906.0,95.4%,LOW,YES
500,12,"C90, C91, C92, C93, C94, C95, C96, C97, C98, C99, C100, C101",190.0,4.6%,3906.0,95.4%,LOW,YES
505,12,"C91, C92, C93, C94, C95, C96, C97, C98, C99, C100, C101, C102",190.0,4.6%,3906.0,95.4%,LOW,YES
510,12,"C92, C93, C94, C95, C96, C97, C98, C99, C100, C101, C102, C103",190.0,4.6%,3906.0,95.4%,LOW,YES
515,12,"C93, C94, C95, C96, C97, C98, C99, C100, C101, C102, C103, C104",190.0,4.6%,3906.0,95.4%,LOW,YES
520,12,"C94, C95, C96, C97, C98, C99, C100, C101, C102, C103, C104, C105",190.0,4.6%,3906.0,95.4%,LOW,YES
525,12,"C95, C96, C97, C98, C99, C100, C101, C102, C103, C104, C105, C106",190.0,4.6%,3906.0,95.4%,LOW,YES
530,12,"C96, C97, C98, C99, C100, C101, C102, C103, C104, C105, C106, C107",190.0,4.6%,3906.0,95.4%,LOW,YES
535,12,"C97, C98, C99, C100, C101, C102, C103, C104, C105, C106, C107, C108",190.0,4.6%,3906.0,95.4%,LOW,YES
540,12,"C98, C99, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109",190.0,4.6%,3906.0,95.4%,LOW,YES
545,12,"C99, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110",190.0,4.6%,3906.0,95.4%,LOW,YES
550,12,"C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111",190.0,4.6%,3906.0,95.4%,LOW,YES
555,12,"C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112",190.0,4.6%,3906.0,95.4%,LOW,YES
560,12,"C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113",190.0,4.6%,3906.0,95.4%,LOW,YES
565,12,"C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114",190.0,4.6%,3906.0,95.4%,LOW,YES
570,12,"C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115",190.0,4.6%,3906.0,95.4%,LOW,YES
575,12,"C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116",190.0,4.6%,3906.0,95.4%,LOW,YES
580,12,"C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117",190.0,4.6%,3906.0,95.4%,LOW,YES
585,12,"C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118",190.0,4.6%,3906.0,95.4%,LOW,YES
590,12,"C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119",190.0,4.6%,3906.0,95.4%,LOW,YES
595,12,"C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120",190.0,4.6%,3906.0,95.4%,LOW,YES
600,12,"C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121",190.0,4.6%,3906.0,95.4%,LOW,YES
605,12,"C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122",190.0,4.6%,3906.0,95.4%,LOW,YES
610,12,"C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123",190.0,4.6%,3906.0,95.4%,LOW,YES
615,12,"C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124",190.0,4.6%,3906.0,95.4%,LOW,YES
620,12,"C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125",190.0,4.6%,3906.0,95.4%,LOW,YES
625,12,"C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125, C126",190.0,4.6%,3906.0,95.4%,LOW,YES
630,12,"C116, C117, C118, C119, C120, C121, C122, C123, C124, C125, C126, C127",190.0,4.6%,3906.0,95.4%,LOW,YES
635,12,"C117, C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128",190.0,4.6%,3906.0,95.4%,LOW,YES
640,12,"C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129",190.0,4.6%,3906.0,95.4%,LOW,YES
645,12,"C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130",190.0,4.6%,3906.0,95.4%,LOW,YES
650,12,"C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C131",190.0,4.6%,3906.0,95.4%,LOW,YES
655,12,"C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C131, C132",190.0,4.6%,3906.0,95.4%,LOW,YES
660,12,"C122, C123, C124, C125, C126, C127, C128, C129, C130, C131, C132, C133",190.0,4.6%,3906.0,95.4%,LOW,YES
665,12,"C123, C124, C125, C126, C127, C128, C129, C130, C131, C132, C133, C134",190.0,4.6%,3906.0,95.4%,LOW,YES
670,12,"C124, C125, C126, C127, C128, C129, C130, C131, C132, C133, C134, C135",190.0,4.6%,3906.0,95.4%,LOW,YES
675,12,"C125, C126, C127, C128, C129, C130, C131, C132, C133, C134, C135, C136",190.0,4.6%,3906.0,95.4%,LOW,YES
680,12,"C126, C127, C128, C129, C130, C131, C132, C133, C134, C135, C136, C137",190.0,4.6%,3906.0,95.4%,LOW,YES
685,12,"C127, C128, C129, C130, C131, C132, C133, C134, C135, C136, C137, C138",190.0,4.6%,3906.0,95.4%,LOW,YES
690,12,"C128, C129, C130, C131, C132, C133, C134, C135, C136, C137, C138, C139",190.0,4.6%,3906.0,95.4%,LOW,YES
695,12,"C129, C130, C131, C132, C133, C134, C135, C136, C137, C138, C139, C140",190.0,4.6%,3906.0,95.4%,LOW,YES
700,12,"C130, C131, C132, C133, C134, C135, C136, C137, C138, C139, C140, C141",190.0,4.6%,3906.0,95.4%,LOW,YES
705,12,"C131, C132, C133, C134, C135, C136, C137, C138, C139, C140, C141, C142",190.0,4.6%,3906.0,95.4%,LOW,YES
710,12,"C132, C133, C134, C135, C136, C137, C138, C139, C140, C141, C142, C143",190.0,4.6%,3906.0,95.4%,LOW,YES
715,12,"C133, C134, C135, C136, C137, C138, C139, C140, C141, C142, C143, C144",190.0,4.6%,3906.0,95.4%,LOW,YES
720,12,"C134, C135, C136, C137, C138, C139, C140, C141, C142, C143, C144, C145",190.0,4.6%,3906.0,95.4%,LOW,YES
725,12,"C135, C136, C137, C138, C139, C140, C141, C142, C143, C144, C145, C146",190.0,4.6%,3906.0,95.4%,LOW,YES
730,12,"C136, C137, C138, C139, C140, C141, C142, C143, C144, C145, C146, C147",190.0,4.6%,3906.0,95.4%,LOW,YES
735,12,"C137, C138, C139, C140, C141, C142, C143, C144, C145, C146, C147, C148",190.0,4.6%,3906.0,95.4%,LOW,YES
740,12,"C138, C139, C140, C141, C142, C143, C144, C145, C146, C147, C148, C149",190.0,4.6%,3906.0,95.4%,LOW,YES
745,12,"C139, C140, C141, C142, C143, C144, C145, C146, C147, C148, C149, C150",190.0,4.6%,3906.0,95.4%,LOW,YES
750,12,"C140, C141, C142, C143, C144, C145, C146, C147, C148, C149, C150, C151",190.0,4.6%,3906.0,95.4%,LOW,YES
755,12,"C141, C142, C143, C144, C145, C146, C147, C148, C149, C150, C151, C152",190.0,4.6%,3906.0,95.4%,LOW,YES
760,12,"C142, C143, C144, C145, C146, C147, C148, C149, C150, C151, C152, C153",190.0,4.6%,3906.0,95.4%,LOW,YES
765,12,"C143, C144, C145, C146, C147, C148, C149, C150, C151, C152, C153, C154",190.0,4.6%,3906.0,95.4%,LOW,YES
770,12,"C144, C145, C146, C147, C148, C149, C150, C151, C152, C153, C154, C155",190.0,4.6%,3906.0,95.4%,LOW,YES
775,12,"C145, C146, C147, C148, C149, C150, C151, C152, C153, C154, C155, C156",190.0,4.6%,3906.0,95.4%,LOW,YES
780,12,"C146, C147, C148, C149, C150, C151, C152, C153, C154, C155, C156, C157",190.0,4.6%,3906.0,95.4%,LOW,YES
785,12,"C147, C148, C149, C150, C151, C152, C153, C154, C155, C156, C157, C158",190.0,4.6%,3906.0,95.4%,LOW,YES
790,12,"C148, C149, C150, C151, C152, C153, C154, C155, C156, C157, C158, C159",190.0,4.6%,3906.0,95.4%,LOW,YES
795,12,"C149, C150, C151, C152, C153, C154, C155, C156, C157, C158, C159, C160",190.0,4.6%,3906.0,95.4%,LOW,YES
800,12,"C150, C151, C152, C153, C154, C155, C156, C157, C158, C159, C160, C161",190.0,4.6%,3906.0,95.4%,LOW,YES
805,12,"C151, C152, C153, C154, C155, C156, C157, C158, C159, C160, C161, C162",190.0,4.6%,3906.0,95.4%,LOW,YES
810,12,"C152, C153, C154, C155, C156, C157, C158, C159, C160, C161, C162, C163",190.0,4.6%,3906.0,95.4%,LOW,YES
815,12,"C153, C154, C155, C156, C157, C158, C159, C160, C161, C162, C163, C164",190.0,4.6%,3906.0,95.4%,LOW,YES
820,12,"C154, C155, C156, C157, C158, C159, C160, C161, C162, C163, C164, C165",190.0,4.6%,3906.0,95.4%,LOW,YES
825,12,"C155, C156, C157, C158, C159, C160, C161, C162, C163, C164, C165, C166",190.0,4.6%,3906.0,95.4%,LOW,YES
830,12,"C156, C157, C158, C159, C160, C161, C162, C163, C164, C165, C166, C167",190.0,4.6%,3906.0,95.4%,LOW,YES
835,12,"C157, C158, C159, C160, C161, C162, C163, C164, C165, C166, C167, C168",190.0,4.6%,3906.0,95.4%,LOW,YES
840,12,"C158, C159, C160, C161, C162, C163, C164, C165, C166, C167, C168, C169",190.0,4.6%,3906.0,95.4%,LOW,YES
845,12,"C159, C160, C161, C162, C163, C164, C165, C166, C167, C168, C169, C170",190.0,4.6%,3906.0,95.4%,LOW,YES
850,12,"C160, C161, C162, C163, C164, C165, C166, C167, C168, C169, C170, C171",190.0,4.6%,3906.0,95.4%,LOW,YES
855,12,"C161, C162, C163, C164, C165, C166, C167, C168, C169, C170, C171, C172",190.0,4.6%,3906.0,95.4%,LOW,YES
860,12,"C162, C163, C164, C165, C166, C167, C168, C169, C170, C171, C172, C173",190.0,4.6%,3906.0,95.4%,LOW,YES
865,12,"C163, C164, C165, C166, C167, C168, C169, C170, C171, C172, C173, C174",190.0,4.6%,3906.0,95.4%,LOW,YES
870,12,"C164, C165, C166, C167, C168, C169, C170, C171, C172, C173, C174, C175",190.0,4.6%,3906.0,95.4%,LOW,YES
875,12,"C165, C166, C167, C168, C169, C170, C171, C172, C173, C174, C175, C176",190.0,4.6%,3906.0,95.4%,LOW,YES
880,12,"C166, C167, C168, C169, C170, C171, C172, C173, C174, C175, C176, C177",190.0,4.6%,3906.0,95.4%,LOW,YES
885,12,"C167, C168, C169, C170, C171, C172, C173, C174, C175, C176, C177, C178",190.0,4.6%,3906.0,95.4%,LOW,YES
890,12,"C168, C169, C170, C171, C172, C173, C174, C175, C176, C177, C178, C179",190.0,4.6%,3906.0,95.4%,LOW,YES
895,12,"C169, C170, C171, C172, C173, C174, C175, C176, C177, C178, C179, C180",190.0,4.6%,3906.0,95.4%,LOW,YES
900,12,"C170, C171, C172, C173, C174, C175, C176, C177, C178, C179, C180, C181",190.0,4.6%,3906.0,95.4%,LOW,YES
905,12,"C171, C172, C173, C174, C175, C176, C177, C178, C179, C180, C181, C182",190.0,4.6%,3906.0,95.4%,LOW,YES
910,12,"C172, C173, C174, C175, C176, C177, C178, C179, C180, C181, C182, C183",190.0,4.6%,3906.0,95.4%,LOW,YES
915,12,"C173, C174, C175, C176, C177, C178, C179, C180, C181, C182, C183, C184",190.0,4.6%,3906.0,95.4%,LOW,YES
920,12,"C174, C175, C176, C177, C178, C179, C180, C181, C182, C183, C184, C185",190.0,4.6%,3906.0,95.4%,LOW,YES
925,12,"C175, C176, C177, C178, C179, C180, C181, C182, C183, C184, C185, C186",190.0,4.6%,3906.0,95.4%,LOW,YES
930,12,"C176, C177, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187",190.0,4.6%,3906.0,95.4%,LOW,YES
935,12,"C177, C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188",190.0,4.6%,3906.0,95.4%,LOW,YES
940,12,"C178, C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189",190.0,4.6%,3906.0,95.4%,LOW,YES
945,12,"C179, C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C190",190.0,4.6%,3906.0,95.4%,LOW,YES
950,12,"C180, C181, C182, C183, C184, C185, C186, C187, C188, C189, C190, C191",190.0,4.6%,3906.0,95.4%,LOW,YES
955,12,"C181, C182, C183, C184, C185, C186, C187, C188, C189, C190, C191, C192",190.0,4.6%,3906.0,95.4%,LOW,YES
960,12,"C182, C183, C184, C185, C186, C187, C188, C189, C190, C191, C192, C193",190.0,4.6%,3906.0,95.4%,LOW,YES
965,12,"C183, C184, C185, C186, C187, C188, C189, C190, C191, C192, C193, C194",190.0,4.6%,3906.0,95.4%,LOW,YES
970,12,"C184, C185, C186, C187, C188, C189, C190, C191, C192, C193, C194, C195",190.0,4.6%,3906.0,95.4%,LOW,YES
975,12,"C185, C186, C187, C188, C189, C190, C191, C192, C193, C194, C195, C196",190.0,4.6%,3906.0,95.4%,LOW,YES
980,12,"C186, C187, C188, C189, C190, C191, C192, C193, C194, C195, C196, C197",190.0,4.6%,3906.0,95.4%,LOW,YES
985,12,"C187, C188, C189, C190, C191, C192, C193, C194, C195, C196, C197, C198",190.0,4.6%,3906.0,95.4%,LOW,YES
990,12,"C188, C189, C190, C191, C192, C193, C194, C195, C196, C197, C198, C199",190.0,4.6%,3906.0,95.4%,LOW,YES
995,12,"C189, C190, C191, C192, C193, C194, C195, C196, C197, C198, C199, C200",190.0,4.6%,3906.0,95.4%,LOW,YES
1000,12,"C190, C191, C192, C193, C194, C195, C196, C197, C198, C199, C200, C201",190.0,4.6%,3906.0,95.4%,LOW,YES
1005,12,"C191, C192, C193, C194, C195, C196, C197, C198, C199, C200, C201, C202",190.0,4.6%,3906.0,95.4%,LOW,YES
1010,12,"C192, C193, C194, C195, C196, C197, C198, C199, C200, C201, C202, C203",190.0,4.6%,3906.0,95.4%,LOW,YES
1015,12,"C193, C194, C195, C196, C197, C198, C199, C200, C201, C202, C203, C204",190.0,4.6%,3906.0,95.4%,LOW,YES
1020,12,"C194, C195, C196, C197, C198, C199, C200, C201, C202, C203, C204, C205",190.0,4.6%,3906.0,95.4%,LOW,YES
