MEMORY USAGE TIMELINE
Generated from container execution schedule with dynamic memory model (cycle=3)
Configuration:
  Total GPU Memory: 4096.0 MB
  Base Memory: 10.0 MB
  Memory Multiplier: 1.5
  Container Duration: 60 seconds
  Reset Interval: 3 containers (dynamic)

Timestamp (s),Active Containers (count),Container IDs,Total Memory Used (MB),Used %,Remaining Capacity (MB),Available %,Memory Pressure,Can Launch?
1025,12,"C195, C196, C197, C198, C199, C200, C201, C202, C203, C204, C205, C206",190.0,4.6%,3906.0,95.4%,LOW,YES
1030,12,"C196, C197, C198, C199, C200, C201, C202, C203, C204, C205, C206, C207",190.0,4.6%,3906.0,95.4%,LOW,YES
1035,12,"C197, C198, C199, C200, C201, C202, C203, C204, C205, C206, C207, C208",190.0,4.6%,3906.0,95.4%,LOW,YES
1040,12,"C198, C199, C200, C201, C202, C203, C204, C205, C206, C207, C208, C209",190.0,4.6%,3906.0,95.4%,LOW,YES
1045,12,"C199, C200, C201, C202, C203, C204, C205, C206, C207, C208, C209, C210",190.0,4.6%,3906.0,95.4%,LOW,YES
1050,12,"C200, C201, C202, C203, C204, C205, C206, C207, C208, C209, C210, C211",190.0,4.6%,3906.0,95.4%,LOW,YES
1055,12,"C201, C202, C203, C204, C205, C206, C207, C208, C209, C210, C211, C212",190.0,4.6%,3906.0,95.4%,LOW,YES
1060,12,"C202, C203, C204, C205, C206, C207, C208, C209, C210, C211, C212, C213",190.0,4.6%,3906.0,95.4%,LOW,YES
1065,12,"C203, C204, C205, C206, C207, C208, C209, C210, C211, C212, C213, C214",190.0,4.6%,3906.0,95.4%,LOW,YES
1070,12,"C204, C205, C206, C207, C208, C209, C210, C211, C212, C213, C214, C215",190.0,4.6%,3906.0,95.4%,LOW,YES
1075,12,"C205, C206, C207, C208, C209, C210, C211, C212, C213, C214, C215, C216",190.0,4.6%,3906.0,95.4%,LOW,YES
1080,12,"C206, C207, C208, C209, C210, C211, C212, C213, C214, C215, C216, C217",190.0,4.6%,3906.0,95.4%,LOW,YES
1085,12,"C207, C208, C209, C210, C211, C212, C213, C214, C215, C216, C217, C218",190.0,4.6%,3906.0,95.4%,LOW,YES
1090,12,"C208, C209, C210, C211, C212, C213, C214, C215, C216, C217, C218, C219",190.0,4.6%,3906.0,95.4%,LOW,YES
1095,12,"C209, C210, C211, C212, C213, C214, C215, C216, C217, C218, C219, C220",190.0,4.6%,3906.0,95.4%,LOW,YES
1100,12,"C210, C211, C212, C213, C214, C215, C216, C217, C218, C219, C220, C221",190.0,4.6%,3906.0,95.4%,LOW,YES
1105,12,"C211, C212, C213, C214, C215, C216, C217, C218, C219, C220, C221, C222",190.0,4.6%,3906.0,95.4%,LOW,YES
1110,12,"C212, C213, C214, C215, C216, C217, C218, C219, C220, C221, C222, C223",190.0,4.6%,3906.0,95.4%,LOW,YES
1115,12,"C213, C214, C215, C216, C217, C218, C219, C220, C221, C222, C223, C224",190.0,4.6%,3906.0,95.4%,LOW,YES
1120,12,"C214, C215, C216, C217, C218, C219, C220, C221, C222, C223, C224, C225",190.0,4.6%,3906.0,95.4%,LOW,YES
1125,12,"C215, C216, C217, C218, C219, C220, C221, C222, C223, C224, C225, C226",190.0,4.6%,3906.0,95.4%,LOW,YES
1130,12,"C216, C217, C218, C219, C220, C221, C222, C223, C224, C225, C226, C227",190.0,4.6%,3906.0,95.4%,LOW,YES
1135,12,"C217, C218, C219, C220, C221, C222, C223, C224, C225, C226, C227, C228",190.0,4.6%,3906.0,95.4%,LOW,YES
1140,12,"C218, C219, C220, C221, C222, C223, C224, C225, C226, C227, C228, C229",190.0,4.6%,3906.0,95.4%,LOW,YES
1145,12,"C219, C220, C221, C222, C223, C224, C225, C226, C227, C228, C229, C230",190.0,4.6%,3906.0,95.4%,LOW,YES
1150,12,"C220, C221, C222, C223, C224, C225, C226, C227, C228, C229, C230, C231",190.0,4.6%,3906.0,95.4%,LOW,YES
1155,12,"C221, C222, C223, C224, C225, C226, C227, C228, C229, C230, C231, C232",190.0,4.6%,3906.0,95.4%,LOW,YES
1160,12,"C222, C223, C224, C225, C226, C227, C228, C229, C230, C231, C232, C233",190.0,4.6%,3906.0,95.4%,LOW,YES
1165,12,"C223, C224, C225, C226, C227, C228, C229, C230, C231, C232, C233, C234",190.0,4.6%,3906.0,95.4%,LOW,YES
1170,12,"C224, C225, C226, C227, C228, C229, C230, C231, C232, C233, C234, C235",190.0,4.6%,3906.0,95.4%,LOW,YES
1175,12,"C225, C226, C227, C228, C229, C230, C231, C232, C233, C234, C235, C236",190.0,4.6%,3906.0,95.4%,LOW,YES
1180,12,"C226, C227, C228, C229, C230, C231, C232, C233, C234, C235, C236, C237",190.0,4.6%,3906.0,95.4%,LOW,YES
1185,12,"C227, C228, C229, C230, C231, C232, C233, C234, C235, C236, C237, C238",190.0,4.6%,3906.0,95.4%,LOW,YES
1190,12,"C228, C229, C230, C231, C232, C233, C234, C235, C236, C237, C238, C239",190.0,4.6%,3906.0,95.4%,LOW,YES
1195,12,"C229, C230, C231, C232, C233, C234, C235, C236, C237, C238, C239, C240",190.0,4.6%,3906.0,95.4%,LOW,YES
1200,12,"C230, C231, C232, C233, C234, C235, C236, C237, C238, C239, C240, C241",190.0,4.6%,3906.0,95.4%,LOW,YES
1205,12,"C231, C232, C233, C234, C235, C236, C237, C238, C239, C240, C241, C242",190.0,4.6%,3906.0,95.4%,LOW,YES
1210,12,"C232, C233, C234, C235, C236, C237, C238, C239, C240, C241, C242, C243",190.0,4.6%,3906.0,95.4%,LOW,YES
1215,12,"C233, C234, C235, C236, C237, C238, C239, C240, C241, C242, C243, C244",190.0,4.6%,3906.0,95.4%,LOW,YES
1220,12,"C234, C235, C236, C237, C238, C239, C240, C241, C242, C243, C244, C245",190.0,4.6%,3906.0,95.4%,LOW,YES
1225,12,"C235, C236, C237, C238, C239, C240, C241, C242, C243, C244, C245, C246",190.0,4.6%,3906.0,95.4%,LOW,YES
1230,12,"C236, C237, C238, C239, C240, C241, C242, C243, C244, C245, C246, C247",190.0,4.6%,3906.0,95.4%,LOW,YES
1235,12,"C237, C238, C239, C240, C241, C242, C243, C244, C245, C246, C247, C248",190.0,4.6%,3906.0,95.4%,LOW,YES
1240,12,"C238, C239, C240, C241, C242, C243, C244, C245, C246, C247, C248, C249",190.0,4.6%,3906.0,95.4%,LOW,YES
1245,12,"C239, C240, C241, C242, C243, C244, C245, C246, C247, C248, C249, C250",190.0,4.6%,3906.0,95.4%,LOW,YES
1250,12,"C240, C241, C242, C243, C244, C245, C246, C247, C248, C249, C250, C251",190.0,4.6%,3906.0,95.4%,LOW,YES
1255,12,"C241, C242, C243, C244, C245, C246, C247, C248, C249, C250, C251, C252",190.0,4.6%,3906.0,95.4%,LOW,YES
1260,12,"C242, C243, C244, C245, C246, C247, C248, C249, C250, C251, C252, C253",190.0,4.6%,3906.0,95.4%,LOW,YES
1265,12,"C243, C244, C245, C246, C247, C248, C249, C250, C251, C252, C253, C254",190.0,4.6%,3906.0,95.4%,LOW,YES
1270,12,"C244, C245, C246, C247, C248, C249, C250, C251, C252, C253, C254, C255",190.0,4.6%,3906.0,95.4%,LOW,YES
1275,12,"C245, C246, C247, C248, C249, C250, C251, C252, C253, C254, C255, C256",190.0,4.6%,3906.0,95.4%,LOW,YES
1280,12,"C246, C247, C248, C249, C250, C251, C252, C253, C254, C255, C256, C257",190.0,4.6%,3906.0,95.4%,LOW,YES
1285,12,"C247, C248, C249, C250, C251, C252, C253, C254, C255, C256, C257, C258",190.0,4.6%,3906.0,95.4%,LOW,YES
1290,12,"C248, C249, C250, C251, C252, C253, C254, C255, C256, C257, C258, C259",190.0,4.6%,3906.0,95.4%,LOW,YES
1295,12,"C249, C250, C251, C252, C253, C254, C255, C256, C257, C258, C259, C260",190.0,4.6%,3906.0,95.4%,LOW,YES
1300,12,"C250, C251, C252, C253, C254, C255, C256, C257, C258, C259, C260, C261",190.0,4.6%,3906.0,95.4%,LOW,YES
1305,12,"C251, C252, C253, C254, C255, C256, C257, C258, C259, C260, C261, C262",190.0,4.6%,3906.0,95.4%,LOW,YES
1310,12,"C252, C253, C254, C255, C256, C257, C258, C259, C260, C261, C262, C263",190.0,4.6%,3906.0,95.4%,LOW,YES
1315,12,"C253, C254, C255, C256, C257, C258, C259, C260, C261, C262, C263, C264",190.0,4.6%,3906.0,95.4%,LOW,YES
1320,12,"C254, C255, C256, C257, C258, C259, C260, C261, C262, C263, C264, C265",190.0,4.6%,3906.0,95.4%,LOW,YES
1325,12,"C255, C256, C257, C258, C259, C260, C261, C262, C263, C264, C265, C266",190.0,4.6%,3906.0,95.4%,LOW,YES
1330,12,"C256, C257, C258, C259, C260, C261, C262, C263, C264, C265, C266, C267",190.0,4.6%,3906.0,95.4%,LOW,YES
1335,12,"C257, C258, C259, C260, C261, C262, C263, C264, C265, C266, C267, C268",190.0,4.6%,3906.0,95.4%,LOW,YES
1340,12,"C258, C259, C260, C261, C262, C263, C264, C265, C266, C267, C268, C269",190.0,4.6%,3906.0,95.4%,LOW,YES
1345,12,"C259, C260, C261, C262, C263, C264, C265, C266, C267, C268, C269, C270",190.0,4.6%,3906.0,95.4%,LOW,YES
1350,12,"C260, C261, C262, C263, C264, C265, C266, C267, C268, C269, C270, C271",190.0,4.6%,3906.0,95.4%,LOW,YES
1355,12,"C261, C262, C263, C264, C265, C266, C267, C268, C269, C270, C271, C272",190.0,4.6%,3906.0,95.4%,LOW,YES
1360,12,"C262, C263, C264, C265, C266, C267, C268, C269, C270, C271, C272, C273",190.0,4.6%,3906.0,95.4%,LOW,YES
1365,12,"C263, C264, C265, C266, C267, C268, C269, C270, C271, C272, C273, C274",190.0,4.6%,3906.0,95.4%,LOW,YES
1370,12,"C264, C265, C266, C267, C268, C269, C270, C271, C272, C273, C274, C275",190.0,4.6%,3906.0,95.4%,LOW,YES
1375,12,"C265, C266, C267, C268, C269, C270, C271, C272, C273, C274, C275, C276",190.0,4.6%,3906.0,95.4%,LOW,YES
1380,12,"C266, C267, C268, C269, C270, C271, C272, C273, C274, C275, C276, C277",190.0,4.6%,3906.0,95.4%,LOW,YES
1385,12,"C267, C268, C269, C270, C271, C272, C273, C274, C275, C276, C277, C278",190.0,4.6%,3906.0,95.4%,LOW,YES
1390,12,"C268, C269, C270, C271, C272, C273, C274, C275, C276, C277, C278, C279",190.0,4.6%,3906.0,95.4%,LOW,YES
1395,12,"C269, C270, C271, C272, C273, C274, C275, C276, C277, C278, C279, C280",190.0,4.6%,3906.0,95.4%,LOW,YES
1400,12,"C270, C271, C272, C273, C274, C275, C276, C277, C278, C279, C280, C281",190.0,4.6%,3906.0,95.4%,LOW,YES
1405,12,"C271, C272, C273, C274, C275, C276, C277, C278, C279, C280, C281, C282",190.0,4.6%,3906.0,95.4%,LOW,YES
1410,12,"C272, C273, C274, C275, C276, C277, C278, C279, C280, C281, C282, C283",190.0,4.6%,3906.0,95.4%,LOW,YES
1415,12,"C273, C274, C275, C276, C277, C278, C279, C280, C281, C282, C283, C284",190.0,4.6%,3906.0,95.4%,LOW,YES
1420,12,"C274, C275, C276, C277, C278, C279, C280, C281, C282, C283, C284, C285",190.0,4.6%,3906.0,95.4%,LOW,YES
1425,12,"C275, C276, C277, C278, C279, C280, C281, C282, C283, C284, C285, C286",190.0,4.6%,3906.0,95.4%,LOW,YES
1430,12,"C276, C277, C278, C279, C280, C281, C282, C283, C284, C285, C286, C287",190.0,4.6%,3906.0,95.4%,LOW,YES
1435,12,"C277, C278, C279, C280, C281, C282, C283, C284, C285, C286, C287, C288",190.0,4.6%,3906.0,95.4%,LOW,YES
1440,12,"C278, C279, C280, C281, C282, C283, C284, C285, C286, C287, C288, C289",190.0,4.6%,3906.0,95.4%,LOW,YES
1445,12,"C279, C280, C281, C282, C283, C284, C285, C286, C287, C288, C289, C290",190.0,4.6%,3906.0,95.4%,LOW,YES
1450,12,"C280, C281, C282, C283, C284, C285, C286, C287, C288, C289, C290, C291",190.0,4.6%,3906.0,95.4%,LOW,YES
1455,12,"C281, C282, C283, C284, C285, C286, C287, C288, C289, C290, C291, C292",190.0,4.6%,3906.0,95.4%,LOW,YES
1460,12,"C282, C283, C284, C285, C286, C287, C288, C289, C290, C291, C292, C293",190.0,4.6%,3906.0,95.4%,LOW,YES
1465,12,"C283, C284, C285, C286, C287, C288, C289, C290, C291, C292, C293, C294",190.0,4.6%,3906.0,95.4%,LOW,YES
1470,12,"C284, C285, C286, C287, C288, C289, C290, C291, C292, C293, C294, C295",190.0,4.6%,3906.0,95.4%,LOW,YES
1475,12,"C285, C286, C287, C288, C289, C290, C291, C292, C293, C294, C295, C296",190.0,4.6%,3906.0,95.4%,LOW,YES
1480,12,"C286, C287, C288, C289, C290, C291, C292, C293, C294, C295, C296, C297",190.0,4.6%,3906.0,95.4%,LOW,YES
1485,12,"C287, C288, C289, C290, C291, C292, C293, C294, C295, C296, C297, C298",190.0,4.6%,3906.0,95.4%,LOW,YES
1490,12,"C288, C289, C290, C291, C292, C293, C294, C295, C296, C297, C298, C299",190.0,4.6%,3906.0,95.4%,LOW,YES
1495,12,"C289, C290, C291, C292, C293, C294, C295, C296, C297, C298, C299, C300",190.0,4.6%,3906.0,95.4%,LOW,YES
1500,12,"C290, C291, C292, C293, C294, C295, C296, C297, C298, C299, C300, C301",190.0,4.6%,3906.0,95.4%,LOW,YES
1505,12,"C291, C292, C293, C294, C295, C296, C297, C298, C299, C300, C301, C302",190.0,4.6%,3906.0,95.4%,LOW,YES
1510,12,"C292, C293, C294, C295, C296, C297, C298, C299, C300, C301, C302, C303",190.0,4.6%,3906.0,95.4%,LOW,YES
1515,12,"C293, C294, C295, C296, C297, C298, C299, C300, C301, C302, C303, C304",190.0,4.6%,3906.0,95.4%,LOW,YES
1520,12,"C294, C295, C296, C297, C298, C299, C300, C301, C302, C303, C304, C305",190.0,4.6%,3906.0,95.4%,LOW,YES
1525,12,"C295, C296, C297, C298, C299, C300, C301, C302, C303, C304, C305, C306",190.0,4.6%,3906.0,95.4%,LOW,YES
1530,12,"C296, C297, C298, C299, C300, C301, C302, C303, C304, C305, C306, C307",190.0,4.6%,3906.0,95.4%,LOW,YES
1535,12,"C297, C298, C299, C300, C301, C302, C303, C304, C305, C306, C307, C308",190.0,4.6%,3906.0,95.4%,LOW,YES
1540,12,"C298, C299, C300, C301, C302, C303, C304, C305, C306, C307, C308, C309",190.0,4.6%,3906.0,95.4%,LOW,YES
1545,12,"C299, C300, C301, C302, C303, C304, C305, C306, C307, C308, C309, C310",190.0,4.6%,3906.0,95.4%,LOW,YES
1550,12,"C300, C301, C302, C303, C304, C305, C306, C307, C308, C309, C310, C311",190.0,4.6%,3906.0,95.4%,LOW,YES
1555,12,"C301, C302, C303, C304, C305, C306, C307, C308, C309, C310, C311, C312",190.0,4.6%,3906.0,95.4%,LOW,YES
1560,12,"C302, C303, C304, C305, C306, C307, C308, C309, C310, C311, C312, C313",190.0,4.6%,3906.0,95.4%,LOW,YES
1565,12,"C303, C304, C305, C306, C307, C308, C309, C310, C311, C312, C313, C314",190.0,4.6%,3906.0,95.4%,LOW,YES
1570,12,"C304, C305, C306, C307, C308, C309, C310, C311, C312, C313, C314, C315",190.0,4.6%,3906.0,95.4%,LOW,YES
1575,12,"C305, C306, C307, C308, C309, C310, C311, C312, C313, C314, C315, C316",190.0,4.6%,3906.0,95.4%,LOW,YES
1580,12,"C306, C307, C308, C309, C310, C311, C312, C313, C314, C315, C316, C317",190.0,4.6%,3906.0,95.4%,LOW,YES
1585,12,"C307, C308, C309, C310, C311, C312, C313, C314, C315, C316, C317, C318",190.0,4.6%,3906.0,95.4%,LOW,YES
1590,12,"C308, C309, C310, C311, C312, C313, C314, C315, C316, C317, C318, C319",190.0,4.6%,3906.0,95.4%,LOW,YES
1595,12,"C309, C310, C311, C312, C313, C314, C315, C316, C317, C318, C319, C320",190.0,4.6%,3906.0,95.4%,LOW,YES
1600,12,"C310, C311, C312, C313, C314, C315, C316, C317, C318, C319, C320, C321",190.0,4.6%,3906.0,95.4%,LOW,YES
1605,12,"C311, C312, C313, C314, C315, C316, C317, C318, C319, C320, C321, C322",190.0,4.6%,3906.0,95.4%,LOW,YES
1610,12,"C312, C313, C314, C315, C316, C317, C318, C319, C320, C321, C322, C323",190.0,4.6%,3906.0,95.4%,LOW,YES
1615,12,"C313, C314, C315, C316, C317, C318, C319, C320, C321, C322, C323, C324",190.0,4.6%,3906.0,95.4%,LOW,YES
1620,12,"C314, C315, C316, C317, C318, C319, C320, C321, C322, C323, C324, C325",190.0,4.6%,3906.0,95.4%,LOW,YES
1625,12,"C315, C316, C317, C318, C319, C320, C321, C322, C323, C324, C325, C326",190.0,4.6%,3906.0,95.4%,LOW,YES
1630,12,"C316, C317, C318, C319, C320, C321, C322, C323, C324, C325, C326, C327",190.0,4.6%,3906.0,95.4%,LOW,YES
1635,12,"C317, C318, C319, C320, C321, C322, C323, C324, C325, C326, C327, C328",190.0,4.6%,3906.0,95.4%,LOW,YES
1640,12,"C318, C319, C320, C321, C322, C323, C324, C325, C326, C327, C328, C329",190.0,4.6%,3906.0,95.4%,LOW,YES
1645,12,"C319, C320, C321, C322, C323, C324, C325, C326, C327, C328, C329, C330",190.0,4.6%,3906.0,95.4%,LOW,YES
1650,12,"C320, C321, C322, C323, C324, C325, C326, C327, C328, C329, C330, C331",190.0,4.6%,3906.0,95.4%,LOW,YES
1655,12,"C321, C322, C323, C324, C325, C326, C327, C328, C329, C330, C331, C332",190.0,4.6%,3906.0,95.4%,LOW,YES
1660,12,"C322, C323, C324, C325, C326, C327, C328, C329, C330, C331, C332, C333",190.0,4.6%,3906.0,95.4%,LOW,YES
1665,12,"C323, C324, C325, C326, C327, C328, C329, C330, C331, C332, C333, C334",190.0,4.6%,3906.0,95.4%,LOW,YES
1670,12,"C324, C325, C326, C327, C328, C329, C330, C331, C332, C333, C334, C335",190.0,4.6%,3906.0,95.4%,LOW,YES
1675,12,"C325, C326, C327, C328, C329, C330, C331, C332, C333, C334, C335, C336",190.0,4.6%,3906.0,95.4%,LOW,YES
1680,12,"C326, C327, C328, C329, C330, C331, C332, C333, C334, C335, C336, C337",190.0,4.6%,3906.0,95.4%,LOW,YES
1685,12,"C327, C328, C329, C330, C331, C332, C333, C334, C335, C336, C337, C338",190.0,4.6%,3906.0,95.4%,LOW,YES
1690,12,"C328, C329, C330, C331, C332, C333, C334, C335, C336, C337, C338, C339",190.0,4.6%,3906.0,95.4%,LOW,YES
1695,12,"C329, C330, C331, C332, C333, C334, C335, C336, C337, C338, C339, C340",190.0,4.6%,3906.0,95.4%,LOW,YES
1700,12,"C330, C331, C332, C333, C334, C335, C336, C337, C338, C339, C340, C341",190.0,4.6%,3906.0,95.4%,LOW,YES
1705,12,"C331, C332, C333, C334, C335, C336, C337, C338, C339, C340, C341, C342",190.0,4.6%,3906.0,95.4%,LOW,YES
1710,12,"C332, C333, C334, C335, C336, C337, C338, C339, C340, C341, C342, C343",190.0,4.6%,3906.0,95.4%,LOW,YES
1715,12,"C333, C334, C335, C336, C337, C338, C339, C340, C341, C342, C343, C344",190.0,4.6%,3906.0,95.4%,LOW,YES
1720,12,"C334, C335, C336, C337, C338, C339, C340, C341, C342, C343, C344, C345",190.0,4.6%,3906.0,95.4%,LOW,YES
1725,12,"C335, C336, C337, C338, C339, C340, C341, C342, C343, C344, C345, C346",190.0,4.6%,3906.0,95.4%,LOW,YES
1730,12,"C336, C337, C338, C339, C340, C341, C342, C343, C344, C345, C346, C347",190.0,4.6%,3906.0,95.4%,LOW,YES
1735,12,"C337, C338, C339, C340, C341, C342, C343, C344, C345, C346, C347, C348",190.0,4.6%,3906.0,95.4%,LOW,YES
1740,12,"C338, C339, C340, C341, C342, C343, C344, C345, C346, C347, C348, C349",190.0,4.6%,3906.0,95.4%,LOW,YES
1745,12,"C339, C340, C341, C342, C343, C344, C345, C346, C347, C348, C349, C350",190.0,4.6%,3906.0,95.4%,LOW,YES
1750,12,"C340, C341, C342, C343, C344, C345, C346, C347, C348, C349, C350, C351",190.0,4.6%,3906.0,95.4%,LOW,YES
1755,12,"C341, C342, C343, C344, C345, C346, C347, C348, C349, C350, C351, C352",190.0,4.6%,3906.0,95.4%,LOW,YES
1760,12,"C342, C343, C344, C345, C346, C347, C348, C349, C350, C351, C352, C353",190.0,4.6%,3906.0,95.4%,LOW,YES
1765,12,"C343, C344, C345, C346, C347, C348, C349, C350, C351, C352, C353, C354",190.0,4.6%,3906.0,95.4%,LOW,YES
1770,12,"C344, C345, C346, C347, C348, C349, C350, C351, C352, C353, C354, C355",190.0,4.6%,3906.0,95.4%,LOW,YES
1775,12,"C345, C346, C347, C348, C349, C350, C351, C352, C353, C354, C355, C356",190.0,4.6%,3906.0,95.4%,LOW,YES
1780,12,"C346, C347, C348, C349, C350, C351, C352, C353, C354, C355, C356, C357",190.0,4.6%,3906.0,95.4%,LOW,YES
1785,12,"C347, C348, C349, C350, C351, C352, C353, C354, C355, C356, C357, C358",190.0,4.6%,3906.0,95.4%,LOW,YES
1790,12,"C348, C349, C350, C351, C352, C353, C354, C355, C356, C357, C358, C359",190.0,4.6%,3906.0,95.4%,LOW,YES
1795,12,"C349, C350, C351, C352, C353, C354, C355, C356, C357, C358, C359, C360",190.0,4.6%,3906.0,95.4%,LOW,YES
1800,12,"C350, C351, C352, C353, C354, C355, C356, C357, C358, C359, C360, C361",190.0,4.6%,3906.0,95.4%,LOW,YES
1805,12,"C351, C352, C353, C354, C355, C356, C357, C358, C359, C360, C361, C362",190.0,4.6%,3906.0,95.4%,LOW,YES
1810,12,"C352, C353, C354, C355, C356, C357, C358, C359, C360, C361, C362, C363",190.0,4.6%,3906.0,95.4%,LOW,YES
1815,12,"C353, C354, C355, C356, C357, C358, C359, C360, C361, C362, C363, C364",190.0,4.6%,3906.0,95.4%,LOW,YES
1820,12,"C354, C355, C356, C357, C358, C359, C360, C361, C362, C363, C364, C365",190.0,4.6%,3906.0,95.4%,LOW,YES
1825,12,"C355, C356, C357, C358, C359, C360, C361, C362, C363, C364, C365, C366",190.0,4.6%,3906.0,95.4%,LOW,YES
1830,12,"C356, C357, C358, C359, C360, C361, C362, C363, C364, C365, C366, C367",190.0,4.6%,3906.0,95.4%,LOW,YES
1835,12,"C357, C358, C359, C360, C361, C362, C363, C364, C365, C366, C367, C368",190.0,4.6%,3906.0,95.4%,LOW,YES
1840,12,"C358, C359, C360, C361, C362, C363, C364, C365, C366, C367, C368, C369",190.0,4.6%,3906.0,95.4%,LOW,YES
1845,12,"C359, C360, C361, C362, C363, C364, C365, C366, C367, C368, C369, C370",190.0,4.6%,3906.0,95.4%,LOW,YES
1850,12,"C360, C361, C362, C363, C364, C365, C366, C367, C368, C369, C370, C371",190.0,4.6%,3906.0,95.4%,LOW,YES
1855,12,"C361, C362, C363, C364, C365, C366, C367, C368, C369, C370, C371, C372",190.0,4.6%,3906.0,95.4%,LOW,YES
1860,12,"C362, C363, C364, C365, C366, C367, C368, C369, C370, C371, C372, C373",190.0,4.6%,3906.0,95.4%,LOW,YES
1865,12,"C363, C364, C365, C366, C367, C368, C369, C370, C371, C372, C373, C374",190.0,4.6%,3906.0,95.4%,LOW,YES
1870,12,"C364, C365, C366, C367, C368, C369, C370, C371, C372, C373, C374, C375",190.0,4.6%,3906.0,95.4%,LOW,YES
1875,12,"C365, C366, C367, C368, C369, C370, C371, C372, C373, C374, C375, C376",190.0,4.6%,3906.0,95.4%,LOW,YES
1880,12,"C366, C367, C368, C369, C370, C371, C372, C373, C374, C375, C376, C377",190.0,4.6%,3906.0,95.4%,LOW,YES
1885,12,"C367, C368, C369, C370, C371, C372, C373, C374, C375, C376, C377, C378",190.0,4.6%,3906.0,95.4%,LOW,YES
1890,12,"C368, C369, C370, C371, C372, C373, C374, C375, C376, C377, C378, C379",190.0,4.6%,3906.0,95.4%,LOW,YES
1895,12,"C369, C370, C371, C372, C373, C374, C375, C376, C377, C378, C379, C380",190.0,4.6%,3906.0,95.4%,LOW,YES
1900,12,"C370, C371, C372, C373, C374, C375, C376, C377, C378, C379, C380, C381",190.0,4.6%,3906.0,95.4%,LOW,YES
1905,12,"C371, C372, C373, C374, C375, C376, C377, C378, C379, C380, C381, C382",190.0,4.6%,3906.0,95.4%,LOW,YES
1910,12,"C372, C373, C374, C375, C376, C377, C378, C379, C380, C381, C382, C383",190.0,4.6%,3906.0,95.4%,LOW,YES
1915,12,"C373, C374, C375, C376, C377, C378, C379, C380, C381, C382, C383, C384",190.0,4.6%,3906.0,95.4%,LOW,YES
1920,12,"C374, C375, C376, C377, C378, C379, C380, C381, C382, C383, C384, C385",190.0,4.6%,3906.0,95.4%,LOW,YES
1925,12,"C375, C376, C377, C378, C379, C380, C381, C382, C383, C384, C385, C386",190.0,4.6%,3906.0,95.4%,LOW,YES
1930,12,"C376, C377, C378, C379, C380, C381, C382, C383, C384, C385, C386, C387",190.0,4.6%,3906.0,95.4%,LOW,YES
1935,12,"C377, C378, C379, C380, C381, C382, C383, C384, C385, C386, C387, C388",190.0,4.6%,3906.0,95.4%,LOW,YES
1940,12,"C378, C379, C380, C381, C382, C383, C384, C385, C386, C387, C388, C389",190.0,4.6%,3906.0,95.4%,LOW,YES
1945,12,"C379, C380, C381, C382, C383, C384, C385, C386, C387, C388, C389, C390",190.0,4.6%,3906.0,95.4%,LOW,YES
1950,12,"C380, C381, C382, C383, C384, C385, C386, C387, C388, C389, C390, C391",190.0,4.6%,3906.0,95.4%,LOW,YES
1955,12,"C381, C382, C383, C384, C385, C386, C387, C388, C389, C390, C391, C392",190.0,4.6%,3906.0,95.4%,LOW,YES
1960,12,"C382, C383, C384, C385, C386, C387, C388, C389, C390, C391, C392, C393",190.0,4.6%,3906.0,95.4%,LOW,YES
1965,12,"C383, C384, C385, C386, C387, C388, C389, C390, C391, C392, C393, C394",190.0,4.6%,3906.0,95.4%,LOW,YES
1970,12,"C384, C385, C386, C387, C388, C389, C390, C391, C392, C393, C394, C395",190.0,4.6%,3906.0,95.4%,LOW,YES
1975,12,"C385, C386, C387, C388, C389, C390, C391, C392, C393, C394, C395, C396",190.0,4.6%,3906.0,95.4%,LOW,YES
1980,12,"C386, C387, C388, C389, C390, C391, C392, C393, C394, C395, C396, C397",190.0,4.6%,3906.0,95.4%,LOW,YES
1985,12,"C387, C388, C389, C390, C391, C392, C393, C394, C395, C396, C397, C398",190.0,4.6%,3906.0,95.4%,LOW,YES
1990,12,"C388, C389, C390, C391, C392, C393, C394, C395, C396, C397, C398, C399",190.0,4.6%,3906.0,95.4%,LOW,YES
1995,12,"C389, C390, C391, C392, C393, C394, C395, C396, C397, C398, C399, C400",190.0,4.6%,3906.0,95.4%,LOW,YES
2000,12,"C390, C391, C392, C393, C394, C395, C396, C397, C398, C399, C400, C401",190.0,4.6%,3906.0,95.4%,LOW,YES
2005,12,"C391, C392, C393, C394, C395, C396, C397, C398, C399, C400, C401, C402",190.0,4.6%,3906.0,95.4%,LOW,YES
2010,12,"C392, C393, C394, C395, C396, C397, C398, C399, C400, C401, C402, C403",190.0,4.6%,3906.0,95.4%,LOW,YES
2015,12,"C393, C394, C395, C396, C397, C398, C399, C400, C401, C402, C403, C404",190.0,4.6%,3906.0,95.4%,LOW,YES
2020,12,"C394, C395, C396, C397, C398, C399, C400, C401, C402, C403, C404, C405",190.0,4.6%,3906.0,95.4%,LOW,YES
2025,12,"C395, C396, C397, C398, C399, C400, C401, C402, C403, C404, C405, C406",190.0,4.6%,3906.0,95.4%,LOW,YES
2030,12,"C396, C397, C398, C399, C400, C401, C402, C403, C404, C405, C406, C407",190.0,4.6%,3906.0,95.4%,LOW,YES
