CONTAINER LIFECYCLE STATE TRACKING
State Machine: 7-State Container Lifecycle
Configuration:
  Base Memory: 862.0 MB
  Memory Multiplier: 1.5
  Total GPU Memory: 4096.0 MB

STATE DEFINITIONS
State,Phase,Description,Actions
CREATED,Registration,Container registered in scheduler,Memory allocated from pool
STARTING,Initialization,Subprocess being created,Process object created
ALLOCATING_MEMORY,GPU Setup,GPU memory allocation in progress,torch.zeros() executed
RUNNING,Execution,Container actively using GPU,Worker process executing
RELEASING_MEMORY,Cleanup,Memory being released,torch.cuda.empty_cache() called
COMPLETED,Final (Success),Container completed successfully,"Exit code 0, memory freed"
FAILED,Final (Error),Container failed with error,"Exit code != 0, memory freed"

Container ID,Current State,Timestamp (s),Time Since Launch (s),Memory Allocated (MB),Container Status,State Description
57,RUNNING,1774278333.00,0.00,1939.5,✓ SUCCESS,Active execution on GPU
58,RUNNING,1774278388.02,0.00,862.0,✓ SUCCESS,Active execution on GPU
59,RUNNING,1774278393.03,0.00,1293.0,✓ SUCCESS,Active execution on GPU
60,RUNNING,1774278398.03,0.00,1939.5,✓ SUCCESS,Active execution on GPU
61,RUNNING,1774278453.04,0.00,862.0,✓ SUCCESS,Active execution on GPU
62,RUNNING,1774278458.04,0.00,1293.0,✓ SUCCESS,Active execution on GPU
63,RUNNING,1774278463.04,0.00,1939.5,✓ SUCCESS,Active execution on GPU
64,RUNNING,1774278518.05,0.00,862.0,✓ SUCCESS,Active execution on GPU
65,RUNNING,1774278523.05,0.00,1293.0,✓ SUCCESS,Active execution on GPU
66,RUNNING,1774278528.06,0.00,1939.5,✓ SUCCESS,Active execution on GPU
67,RUNNING,1774278583.07,0.00,862.0,✓ SUCCESS,Active execution on GPU
68,RUNNING,1774278588.08,0.00,1293.0,✓ SUCCESS,Active execution on GPU
69,RUNNING,1774278593.08,0.00,1939.5,✓ SUCCESS,Active execution on GPU
70,RUNNING,1774278648.09,0.00,862.0,✓ SUCCESS,Active execution on GPU
71,RUNNING,1774278653.09,0.00,1293.0,✓ SUCCESS,Active execution on GPU
72,RUNNING,1774278658.09,0.00,1939.5,✓ SUCCESS,Active execution on GPU
73,RUNNING,1774278713.10,0.00,862.0,✓ SUCCESS,Active execution on GPU
74,RUNNING,1774278718.10,0.00,1293.0,✓ SUCCESS,Active execution on GPU
75,RUNNING,1774278723.10,0.00,1939.5,✓ SUCCESS,Active execution on GPU
76,RUNNING,1774278778.11,0.00,862.0,✓ SUCCESS,Active execution on GPU
77,RUNNING,1774278783.11,0.00,1293.0,✓ SUCCESS,Active execution on GPU
78,RUNNING,1774278788.11,0.00,1939.5,✓ SUCCESS,Active execution on GPU
79,RUNNING,1774278843.12,0.00,862.0,✓ SUCCESS,Active execution on GPU
80,RUNNING,1774278848.12,0.00,1293.0,✓ SUCCESS,Active execution on GPU
81,RUNNING,1774278853.12,0.00,1939.5,✓ SUCCESS,Active execution on GPU
82,RUNNING,1774278908.13,0.00,862.0,✓ SUCCESS,Active execution on GPU
83,RUNNING,1774278913.14,0.00,1293.0,✓ SUCCESS,Active execution on GPU
84,RUNNING,1774278918.14,0.00,1939.5,✓ SUCCESS,Active execution on GPU
85,RUNNING,1774278973.15,0.00,862.0,✓ SUCCESS,Active execution on GPU
86,RUNNING,1774278978.15,0.00,1293.0,✓ SUCCESS,Active execution on GPU
87,RUNNING,1774278983.16,0.00,1939.5,✓ SUCCESS,Active execution on GPU
88,RUNNING,1774279038.17,0.00,862.0,✓ SUCCESS,Active execution on GPU
89,RUNNING,1774279043.18,0.00,1293.0,✓ SUCCESS,Active execution on GPU
90,RUNNING,1774279048.18,0.00,1939.5,✓ SUCCESS,Active execution on GPU
91,RUNNING,1774279103.18,0.00,862.0,✓ SUCCESS,Active execution on GPU
92,RUNNING,1774279108.19,0.00,1293.0,✓ SUCCESS,Active execution on GPU
93,RUNNING,1774279113.19,0.00,1939.5,✓ SUCCESS,Active execution on GPU
94,RUNNING,1774279168.20,0.00,862.0,✓ SUCCESS,Active execution on GPU
95,RUNNING,1774279173.20,0.00,1293.0,✓ SUCCESS,Active execution on GPU
96,RUNNING,1774279178.20,0.00,1939.5,✓ SUCCESS,Active execution on GPU
97,RUNNING,1774279233.21,0.00,862.0,✓ SUCCESS,Active execution on GPU
98,RUNNING,1774279238.21,0.00,1293.0,✓ SUCCESS,Active execution on GPU
99,RUNNING,1774279243.21,0.00,1939.5,✓ SUCCESS,Active execution on GPU
100,RUNNING,1774279298.22,0.00,862.0,✓ SUCCESS,Active execution on GPU
101,RUNNING,1774279303.22,0.00,1293.0,✓ SUCCESS,Active execution on GPU
102,RUNNING,1774279308.22,0.00,1939.5,✓ SUCCESS,Active execution on GPU
103,RUNNING,1774279363.23,0.00,862.0,✓ SUCCESS,Active execution on GPU
104,RUNNING,1774279368.23,0.00,1293.0,✓ SUCCESS,Active execution on GPU
105,RUNNING,1774279373.24,0.00,1939.5,✓ SUCCESS,Active execution on GPU
106,RUNNING,1774279428.24,0.00,862.0,✓ SUCCESS,Active execution on GPU
107,RUNNING,1774279433.24,0.00,1293.0,✓ SUCCESS,Active execution on GPU
108,RUNNING,1774279438.25,0.00,1939.5,✓ SUCCESS,Active execution on GPU
109,RUNNING,1774279493.25,0.00,862.0,✓ SUCCESS,Active execution on GPU
110,RUNNING,1774279498.26,0.00,1293.0,✓ SUCCESS,Active execution on GPU
111,RUNNING,1774279503.26,0.00,1939.5,✓ SUCCESS,Active execution on GPU
112,RUNNING,1774279558.26,0.00,862.0,✓ SUCCESS,Active execution on GPU
113,RUNNING,1774279563.27,0.00,1293.0,✓ SUCCESS,Active execution on GPU
114,RUNNING,1774279568.27,0.00,1939.5,✓ SUCCESS,Active execution on GPU
115,RUNNING,1774279623.27,0.00,862.0,✓ SUCCESS,Active execution on GPU
116,RUNNING,1774279628.28,0.00,1293.0,✓ SUCCESS,Active execution on GPU
117,RUNNING,1774279633.28,0.00,1939.5,✓ SUCCESS,Active execution on GPU
118,RUNNING,1774279688.28,0.00,862.0,✓ SUCCESS,Active execution on GPU
119,RUNNING,1774279693.29,0.00,1293.0,✓ SUCCESS,Active execution on GPU
120,RUNNING,1774279698.29,0.00,1939.5,✓ SUCCESS,Active execution on GPU
121,RUNNING,1774279753.30,0.00,862.0,✓ SUCCESS,Active execution on GPU
122,RUNNING,1774279758.31,0.00,1293.0,✓ SUCCESS,Active execution on GPU
123,RUNNING,1774279763.31,0.00,1939.5,✓ SUCCESS,Active execution on GPU
124,RUNNING,1774279818.32,0.00,862.0,✓ SUCCESS,Active execution on GPU
125,RUNNING,1774279823.32,0.00,1293.0,✓ SUCCESS,Active execution on GPU
126,RUNNING,1774279828.32,0.00,1939.5,✓ SUCCESS,Active execution on GPU
127,RUNNING,1774279883.33,0.00,862.0,✓ SUCCESS,Active execution on GPU
128,RUNNING,1774279888.33,0.00,1293.0,✓ SUCCESS,Active execution on GPU
129,RUNNING,1774279893.33,0.00,1939.5,✓ SUCCESS,Active execution on GPU
130,RUNNING,1774279948.34,0.00,862.0,✓ SUCCESS,Active execution on GPU
131,RUNNING,1774279953.34,0.00,1293.0,✓ SUCCESS,Active execution on GPU
132,RUNNING,1774279958.34,0.00,1939.5,✓ SUCCESS,Active execution on GPU
133,RUNNING,1774280013.35,0.00,862.0,✓ SUCCESS,Active execution on GPU
134,RUNNING,1774280018.36,0.00,1293.0,✓ SUCCESS,Active execution on GPU
135,RUNNING,1774280023.36,0.00,1939.5,✓ SUCCESS,Active execution on GPU
136,RUNNING,1774280078.36,0.00,862.0,✓ SUCCESS,Active execution on GPU
137,RUNNING,1774280083.36,0.00,1293.0,✓ SUCCESS,Active execution on GPU
138,RUNNING,1774280088.37,0.00,1939.5,✓ SUCCESS,Active execution on GPU
139,RUNNING,1774280143.37,0.00,862.0,✓ SUCCESS,Active execution on GPU
140,RUNNING,1774280148.37,0.00,1293.0,✓ SUCCESS,Active execution on GPU
141,RUNNING,1774280153.37,0.00,1939.5,✓ SUCCESS,Active execution on GPU
142,RUNNING,1774280208.38,0.00,862.0,✓ SUCCESS,Active execution on GPU
143,RUNNING,1774280213.39,0.00,1293.0,✓ SUCCESS,Active execution on GPU
144,RUNNING,1774280218.39,0.00,1939.5,✓ SUCCESS,Active execution on GPU
145,RUNNING,1774280273.40,0.00,862.0,✓ SUCCESS,Active execution on GPU
146,RUNNING,1774280278.40,0.00,1293.0,✓ SUCCESS,Active execution on GPU
147,RUNNING,1774280283.40,0.00,1939.5,✓ SUCCESS,Active execution on GPU
148,RUNNING,1774280338.41,0.00,862.0,✓ SUCCESS,Active execution on GPU
149,RUNNING,1774280343.41,0.00,1293.0,✓ SUCCESS,Active execution on GPU
150,RUNNING,1774280348.41,0.00,1939.5,✓ SUCCESS,Active execution on GPU
151,RUNNING,1774280403.42,0.00,862.0,✓ SUCCESS,Active execution on GPU
152,RUNNING,1774280408.43,0.00,1293.0,✓ SUCCESS,Active execution on GPU
153,RUNNING,1774280413.43,0.00,1939.5,✓ SUCCESS,Active execution on GPU
154,RUNNING,1774280468.43,0.00,862.0,✓ SUCCESS,Active execution on GPU
155,RUNNING,1774280473.44,0.00,1293.0,✓ SUCCESS,Active execution on GPU
156,RUNNING,1774280478.44,0.00,1939.5,✓ SUCCESS,Active execution on GPU
157,RUNNING,1774280533.45,0.00,862.0,✓ SUCCESS,Active execution on GPU
158,RUNNING,1774280538.45,0.00,1293.0,✓ SUCCESS,Active execution on GPU
159,RUNNING,1774280543.45,0.00,1939.5,✓ SUCCESS,Active execution on GPU
160,RUNNING,1774280598.46,0.00,862.0,✓ SUCCESS,Active execution on GPU
161,RUNNING,1774280603.46,0.00,1293.0,✓ SUCCESS,Active execution on GPU
162,RUNNING,1774280608.46,0.00,1939.5,✓ SUCCESS,Active execution on GPU
163,RUNNING,1774280663.47,0.00,862.0,✓ SUCCESS,Active execution on GPU
164,RUNNING,1774280668.47,0.00,1293.0,✓ SUCCESS,Active execution on GPU
165,RUNNING,1774280673.47,0.00,1939.5,✓ SUCCESS,Active execution on GPU
166,RUNNING,1774280728.48,0.00,862.0,✗ FAILURE,Active execution on GPU
167,RUNNING,1774280733.48,0.00,1293.0,✗ FAILURE,Active execution on GPU
168,RUNNING,1774280738.48,0.00,1939.5,✗ FAILURE,Active execution on GPU

STATE TRANSITION STATISTICS
State,Total Occurrences,Success Count,Failure Count,Avg Entry Time
RUNNING,168,165,3,N/A
